# age (yr),T_eff (K),L (L_sun)
1.62711e+04,4.26175e+03,2.64954e+01
1.71249e+04,4.26688e+03,2.58213e+01
1.80230e+04,4.27250e+03,2.51679e+01
1.89673e+04,4.27781e+03,2.45172e+01
1.99603e+04,4.28287e+03,2.38718e+01
2.10059e+04,4.28835e+03,2.32456e+01
2.21056e+04,4.29363e+03,2.26264e+01
2.32625e+04,4.29908e+03,2.20220e+01
2.44796e+04,4.30463e+03,2.14308e+01
2.57594e+04,4.30992e+03,2.08459e+01
2.71057e+04,4.31512e+03,2.02720e+01
2.85219e+04,4.32035e+03,1.97109e+01
3.00121e+04,4.32573e+03,1.91654e+01
3.15796e+04,4.33102e+03,1.86315e+01
3.32284e+04,4.33597e+03,1.81059e+01
3.49635e+04,4.34122e+03,1.75991e+01
3.67884e+04,4.34601e+03,1.70994e+01
3.87089e+04,4.35079e+03,1.66152e+01
4.07308e+04,4.35595e+03,1.61523e+01
4.28582e+04,4.36061e+03,1.56994e+01
4.50985e+04,4.36550e+03,1.52675e+01
4.74565e+04,4.36990e+03,1.48478e+01
4.99409e+04,4.37439e+03,1.44505e+01
5.25576e+04,4.37854e+03,1.40712e+01
5.53141e+04,4.38240e+03,1.37120e+01
5.82221e+04,4.38598e+03,1.33758e+01
6.12906e+04,4.39008e+03,1.30730e+01
6.45232e+04,4.39337e+03,1.27878e+01
6.79350e+04,4.39640e+03,1.25280e+01
7.15353e+04,4.39909e+03,1.22916e+01
7.53316e+04,4.40168e+03,1.20791e+01
7.93339e+04,4.40407e+03,1.18858e+01
8.35490e+04,4.40606e+03,1.17058e+01
8.79979e+04,4.40794e+03,1.15383e+01
9.26865e+04,4.40970e+03,1.13773e+01
9.76123e+04,4.41202e+03,1.12248e+01
1.02818e+05,4.41395e+03,1.10655e+01
1.08271e+05,4.41586e+03,1.09001e+01
1.14036e+05,4.41788e+03,1.07223e+01
1.20079e+05,4.42019e+03,1.05314e+01
1.26425e+05,4.42294e+03,1.03232e+01
1.33088e+05,4.42580e+03,1.00886e+01
1.40068e+05,4.42901e+03,9.82558e+00
1.47358e+05,4.43252e+03,9.53102e+00
1.54966e+05,4.43692e+03,9.20795e+00
1.62878e+05,4.44109e+03,8.85311e+00
1.71123e+05,4.44566e+03,8.48306e+00
1.79732e+05,4.45003e+03,8.11027e+00
1.88768e+05,4.45484e+03,7.75333e+00
1.98261e+05,4.45875e+03,7.41079e+00
2.08249e+05,4.46254e+03,7.08806e+00
2.18771e+05,4.46653e+03,6.78612e+00
2.29834e+05,4.46997e+03,6.49896e+00
2.41470e+05,4.47296e+03,6.22588e+00
2.53715e+05,4.47577e+03,5.96725e+00
2.66606e+05,4.47885e+03,5.72397e+00
2.80150e+05,4.48103e+03,5.48965e+00
2.94400e+05,4.48310e+03,5.26723e+00
3.09395e+05,4.48523e+03,5.05660e+00
3.25161e+05,4.48690e+03,4.85483e+00
3.41740e+05,4.48824e+03,4.66199e+00
3.59186e+05,4.48976e+03,4.47932e+00
3.77523e+05,4.49069e+03,4.30346e+00
3.96811e+05,4.49163e+03,4.13613e+00
4.17101e+05,4.49219e+03,3.97548e+00
4.38442e+05,4.49270e+03,3.82224e+00
4.60875e+05,4.49285e+03,3.67507e+00
4.84460e+05,4.49282e+03,3.53416e+00
5.09291e+05,4.49287e+03,3.39990e+00
5.35380e+05,4.49238e+03,3.27024e+00
5.62808e+05,4.49178e+03,3.14610e+00
5.91668e+05,4.49087e+03,3.02673e+00
6.22019e+05,4.49021e+03,2.91322e+00
6.53917e+05,4.48883e+03,2.80299e+00
6.87458e+05,4.48728e+03,2.69721e+00
7.22719e+05,4.48548e+03,2.59546e+00
7.59818e+05,4.48373e+03,2.49823e+00
7.98806e+05,4.48156e+03,2.40432e+00
8.39812e+05,4.47927e+03,2.31419e+00
8.82918e+05,4.47666e+03,2.22731e+00
9.28262e+05,4.47420e+03,2.14437e+00
9.75935e+05,4.47127e+03,2.06412e+00
1.02603e+06,4.46819e+03,1.98700e+00
1.07874e+06,4.46480e+03,1.91263e+00
1.13414e+06,4.46141e+03,1.84134e+00
1.19238e+06,4.45763e+03,1.77246e+00
1.25363e+06,4.45365e+03,1.70615e+00
1.31800e+06,4.44944e+03,1.64227e+00
1.38568e+06,4.44502e+03,1.58078e+00
1.45687e+06,4.44045e+03,1.52163e+00
1.53168e+06,4.43567e+03,1.46467e+00
1.61020e+06,4.43029e+03,1.40935e+00
1.69296e+06,4.42541e+03,1.35691e+00
1.77992e+06,4.42022e+03,1.30627e+00
1.87128e+06,4.41462e+03,1.25729e+00
1.96732e+06,4.40890e+03,1.21025e+00
2.06836e+06,4.40298e+03,1.16499e+00
2.17456e+06,4.39690e+03,1.12148e+00
2.28622e+06,4.39075e+03,1.07975e+00
2.40363e+06,4.38460e+03,1.03979e+00
2.52708e+06,4.37837e+03,1.00144e+00
2.65703e+06,4.37229e+03,9.64859e-01
2.79368e+06,4.36613e+03,9.29760e-01
2.93740e+06,4.36002e+03,8.96190e-01
3.08859e+06,4.35400e+03,8.64111e-01
3.24766e+06,4.34818e+03,8.33533e-01
3.41504e+06,4.34255e+03,8.04382e-01
3.59117e+06,4.33713e+03,7.76603e-01
3.77650e+06,4.33185e+03,7.50089e-01
3.97165e+06,4.32718e+03,7.25070e-01
4.17706e+06,4.32278e+03,7.01262e-01
4.39335e+06,4.31881e+03,6.78700e-01
4.62111e+06,4.31534e+03,6.57365e-01
4.86094e+06,4.31239e+03,6.37199e-01
5.11356e+06,4.31018e+03,6.18267e-01
5.37965e+06,4.30868e+03,6.00487e-01
5.65996e+06,4.30802e+03,5.83874e-01
5.95526e+06,4.30821e+03,5.68362e-01
6.26639e+06,4.30940e+03,5.53976e-01
6.59419e+06,4.31169e+03,5.40706e-01
6.93958e+06,4.31520e+03,5.28562e-01
7.30349e+06,4.31990e+03,5.17479e-01
7.68689e+06,4.32615e+03,5.07574e-01
8.09079e+06,4.33404e+03,4.98845e-01
8.51614e+06,4.34378e+03,4.91333e-01
8.96393e+06,4.35552e+03,4.85071e-01
9.43516e+06,4.36947e+03,4.80111e-01
9.93070e+06,4.38580e+03,4.76503e-01
1.04514e+07,4.40498e+03,4.74431e-01
1.09979e+07,4.42708e+03,4.73905e-01
1.15708e+07,4.45240e+03,4.75053e-01
1.21704e+07,4.48123e+03,4.78007e-01
1.27969e+07,4.51373e+03,4.82866e-01
1.34499e+07,4.55016e+03,4.89804e-01
1.41294e+07,4.59054e+03,4.98879e-01
1.48345e+07,4.63508e+03,5.10315e-01
1.55641e+07,4.68402e+03,5.24361e-01
1.63183e+07,4.73692e+03,5.40948e-01
1.70956e+07,4.79396e+03,5.60409e-01
1.78945e+07,4.85521e+03,5.83043e-01
1.87144e+07,4.92046e+03,6.09022e-01
1.95530e+07,4.98976e+03,6.38739e-01
2.04109e+07,5.06261e+03,6.72271e-01
2.12883e+07,5.13882e+03,7.10014e-01
2.21849e+07,5.21817e+03,7.52214e-01
2.31025e+07,5.30041e+03,7.99060e-01
2.40466e+07,5.38488e+03,8.50457e-01
2.50250e+07,5.47132e+03,9.05985e-01
2.60535e+07,5.55943e+03,9.63996e-01
2.71724e+07,5.64716e+03,1.01876e+00
2.84479e+07,5.72862e+03,1.05381e+00
2.98875e+07,5.78427e+03,1.03758e+00
3.13112e+07,5.79955e+03,9.72961e-01
3.27118e+07,5.78902e+03,8.98311e-01
3.42069e+07,5.76674e+03,8.33989e-01
3.58858e+07,5.74326e+03,7.88850e-01
3.77455e+07,5.72484e+03,7.62782e-01
3.97540e+07,5.71361e+03,7.50859e-01
4.18735e+07,5.70706e+03,7.46090e-01
4.32011e+07,5.70509e+03,7.45611e-01
4.45660e+07,5.70368e+03,7.45642e-01
4.59580e+07,5.70266e+03,7.46043e-01
4.74235e+07,5.70219e+03,7.46776e-01
4.89024e+07,5.70179e+03,7.47536e-01
5.04639e+07,5.70173e+03,7.48389e-01
5.20276e+07,5.70169e+03,7.49243e-01
5.37001e+07,5.70193e+03,7.50118e-01
5.53726e+07,5.70217e+03,7.50994e-01
5.71358e+07,5.70255e+03,7.51849e-01
5.89414e+07,5.70299e+03,7.52695e-01
6.07603e+07,5.70344e+03,7.53540e-01
6.27257e+07,5.70405e+03,7.54369e-01
6.46911e+07,5.70466e+03,7.55199e-01
6.66983e+07,5.70531e+03,7.56034e-01
6.88553e+07,5.70609e+03,7.56884e-01
7.10123e+07,5.70686e+03,7.57734e-01
7.31891e+07,5.70765e+03,7.58585e-01
7.55761e+07,5.70852e+03,7.59420e-01
7.79631e+07,5.70939e+03,7.60256e-01
8.03501e+07,5.71026e+03,7.61093e-01
8.29273e+07,5.71116e+03,7.61913e-01
8.55903e+07,5.71206e+03,7.62727e-01
8.82533e+07,5.71296e+03,7.63542e-01
9.09280e+07,5.71387e+03,7.64356e-01
9.39221e+07,5.71476e+03,7.65151e-01
9.69162e+07,5.71565e+03,7.65946e-01
9.99103e+07,5.71654e+03,7.66743e-01
1.02959e+08,5.71742e+03,7.67529e-01
1.06350e+08,5.71819e+03,7.68248e-01
1.09742e+08,5.71897e+03,7.68967e-01
1.13133e+08,5.71974e+03,7.69686e-01
1.16527e+08,5.72052e+03,7.70406e-01
1.20395e+08,5.72115e+03,7.71046e-01
1.24264e+08,5.72177e+03,7.71686e-01
1.28132e+08,5.72240e+03,7.72327e-01
1.32000e+08,5.72303e+03,7.72968e-01
1.36246e+08,5.72355e+03,7.73556e-01
1.40686e+08,5.72402e+03,7.74116e-01
1.45127e+08,5.72449e+03,7.74677e-01
1.49567e+08,5.72495e+03,7.75238e-01
1.54087e+08,5.72541e+03,7.75794e-01
1.59214e+08,5.72575e+03,7.76306e-01
1.64341e+08,5.72609e+03,7.76818e-01
1.69468e+08,5.72644e+03,7.77331e-01
1.74595e+08,5.72678e+03,7.77843e-01
1.80046e+08,5.72709e+03,7.78348e-01
1.85997e+08,5.72736e+03,7.78840e-01
1.91948e+08,5.72762e+03,7.79332e-01
1.97899e+08,5.72789e+03,7.79824e-01
2.03850e+08,5.72815e+03,7.80317e-01
2.10306e+08,5.72841e+03,7.80816e-01
2.17246e+08,5.72865e+03,7.81321e-01
2.24185e+08,5.72889e+03,7.81827e-01
2.31124e+08,5.72913e+03,7.82333e-01
2.38064e+08,5.72937e+03,7.82840e-01
2.45582e+08,5.72961e+03,7.83364e-01
2.53707e+08,5.72986e+03,7.83905e-01
2.61833e+08,5.73010e+03,7.84448e-01
2.69958e+08,5.73035e+03,7.84990e-01
2.78084e+08,5.73060e+03,7.85533e-01
2.86692e+08,5.73085e+03,7.86093e-01
2.96241e+08,5.73112e+03,7.86686e-01
3.05790e+08,5.73139e+03,7.87280e-01
3.15339e+08,5.73166e+03,7.87874e-01
3.24888e+08,5.73193e+03,7.88469e-01
3.34576e+08,5.73221e+03,7.89072e-01
3.45833e+08,5.73254e+03,7.89764e-01
3.57090e+08,5.73287e+03,7.90457e-01
3.68346e+08,5.73320e+03,7.91150e-01
3.79603e+08,5.73353e+03,7.91844e-01
3.90860e+08,5.73386e+03,7.92538e-01
4.03613e+08,5.73424e+03,7.93309e-01
4.16919e+08,5.73463e+03,7.94108e-01
4.30225e+08,5.73503e+03,7.94908e-01
4.43531e+08,5.73542e+03,7.95709e-01
4.56837e+08,5.73581e+03,7.96511e-01
4.70875e+08,5.73623e+03,7.97348e-01
4.86640e+08,5.73669e+03,7.98270e-01
5.02405e+08,5.73715e+03,7.99192e-01
5.18170e+08,5.73761e+03,8.00115e-01
5.33935e+08,5.73807e+03,8.01040e-01
5.49700e+08,5.73853e+03,8.01966e-01
5.67810e+08,5.73906e+03,8.03020e-01
5.86526e+08,5.73960e+03,8.04109e-01
6.05241e+08,5.74015e+03,8.05200e-01
6.23957e+08,5.74070e+03,8.06291e-01
6.42672e+08,5.74125e+03,8.07385e-01
6.62212e+08,5.74182e+03,8.08526e-01
6.84468e+08,5.74247e+03,8.09824e-01
7.06723e+08,5.74313e+03,8.11123e-01
7.28979e+08,5.74378e+03,8.12424e-01
7.51234e+08,5.74443e+03,8.13728e-01
7.73489e+08,5.74509e+03,8.15033e-01
7.98378e+08,5.74582e+03,8.16498e-01
8.24880e+08,5.74661e+03,8.18061e-01
8.51383e+08,5.74740e+03,8.19627e-01
8.77885e+08,5.74819e+03,8.21196e-01
9.04387e+08,5.74898e+03,8.22768e-01
9.30890e+08,5.74976e+03,8.24343e-01
9.62302e+08,5.75069e+03,8.26217e-01
9.93899e+08,5.75163e+03,8.28106e-01
1.02550e+09,5.75256e+03,8.29999e-01
1.05709e+09,5.75350e+03,8.31896e-01
1.08869e+09,5.75443e+03,8.33798e-01
1.12194e+09,5.75541e+03,8.35809e-01
1.15965e+09,5.75653e+03,8.38108e-01
1.19735e+09,5.75764e+03,8.40413e-01
1.23506e+09,5.75875e+03,8.42724e-01
1.27277e+09,5.75986e+03,8.45042e-01
1.31048e+09,5.76097e+03,8.47366e-01
1.35201e+09,5.76219e+03,8.49950e-01
1.39672e+09,5.76350e+03,8.52753e-01
1.44143e+09,5.76481e+03,8.55565e-01
1.48614e+09,5.76612e+03,8.58387e-01
1.53086e+09,5.76743e+03,8.61218e-01
1.57739e+09,5.76879e+03,8.64186e-01
1.62959e+09,5.77031e+03,8.67563e-01
1.68178e+09,5.77183e+03,8.70954e-01
1.73398e+09,5.77335e+03,8.74357e-01
1.78617e+09,5.77487e+03,8.77774e-01
1.84232e+09,5.77650e+03,8.81497e-01
1.90219e+09,5.77824e+03,8.85511e-01
1.96205e+09,5.77997e+03,8.89543e-01
2.02192e+09,5.78171e+03,8.93594e-01
2.08444e+09,5.78351e+03,8.97871e-01
2.15198e+09,5.78546e+03,9.02564e-01
2.21953e+09,5.78740e+03,9.07282e-01
2.28707e+09,5.78934e+03,9.12024e-01
2.35968e+09,5.79142e+03,9.17212e-01
2.43482e+09,5.79357e+03,9.22640e-01
2.50995e+09,5.79572e+03,9.28100e-01
2.58812e+09,5.79793e+03,9.33856e-01
2.67070e+09,5.80024e+03,9.40034e-01
2.75328e+09,5.80255e+03,9.46254e-01
2.83948e+09,5.80494e+03,9.52848e-01
2.92932e+09,5.80742e+03,9.59829e-01
3.01917e+09,5.80991e+03,9.66862e-01
3.11526e+09,5.81251e+03,9.74553e-01
3.21217e+09,5.81512e+03,9.82385e-01
3.31266e+09,5.81780e+03,9.90651e-01
3.41642e+09,5.82053e+03,9.99326e-01
3.52269e+09,5.82329e+03,1.00835e+00
3.63307e+09,5.82611e+03,1.01790e+00
3.74615e+09,5.82898e+03,1.02784e+00
3.86292e+09,5.83190e+03,1.03832e+00
3.98356e+09,5.83484e+03,1.04936e+00
4.10652e+09,5.83779e+03,1.06081e+00
4.23526e+09,5.84079e+03,1.07312e+00
4.36666e+09,5.84380e+03,1.08593e+00
4.50136e+09,5.84682e+03,1.09935e+00
4.54159e+09,5.84768e+03,1.10346e+00
4.58182e+09,5.84855e+03,1.10758e+00
4.62204e+09,5.84941e+03,1.11172e+00
4.66227e+09,5.85027e+03,1.11587e+00
4.70304e+09,5.85112e+03,1.12012e+00
4.74480e+09,5.85197e+03,1.12454e+00
4.78657e+09,5.85282e+03,1.12898e+00
4.82833e+09,5.85367e+03,1.13343e+00
4.87009e+09,5.85451e+03,1.13790e+00
4.91333e+09,5.85537e+03,1.14263e+00
4.95656e+09,5.85623e+03,1.14738e+00
4.99980e+09,5.85708e+03,1.15215e+00
5.04303e+09,5.85794e+03,1.15694e+00
5.08758e+09,5.85877e+03,1.16198e+00
5.13223e+09,5.85960e+03,1.16705e+00
5.17688e+09,5.86042e+03,1.17215e+00
5.22167e+09,5.86125e+03,1.17730e+00
5.26767e+09,5.86207e+03,1.18269e+00
5.31367e+09,5.86290e+03,1.18812e+00
5.35967e+09,5.86373e+03,1.19356e+00
5.40632e+09,5.86455e+03,1.19916e+00
5.45361e+09,5.86537e+03,1.20492e+00
5.50091e+09,5.86618e+03,1.21071e+00
5.54833e+09,5.86700e+03,1.21655e+00
5.59687e+09,5.86779e+03,1.22265e+00
5.64541e+09,5.86857e+03,1.22879e+00
5.69394e+09,5.86936e+03,1.23495e+00
5.74352e+09,5.87010e+03,1.24139e+00
5.79324e+09,5.87084e+03,1.24789e+00
5.84297e+09,5.87157e+03,1.25442e+00
5.89362e+09,5.87230e+03,1.26121e+00
5.94447e+09,5.87303e+03,1.26809e+00
5.99532e+09,5.87375e+03,1.27500e+00
6.04717e+09,5.87445e+03,1.28220e+00
6.09910e+09,5.87514e+03,1.28946e+00
6.15121e+09,5.87583e+03,1.29681e+00
6.20417e+09,5.87647e+03,1.30442e+00
6.25713e+09,5.87711e+03,1.31207e+00
6.31063e+09,5.87770e+03,1.31990e+00
6.36458e+09,5.87826e+03,1.32790e+00
6.41857e+09,5.87882e+03,1.33595e+00
6.47347e+09,5.87929e+03,1.34428e+00
6.52836e+09,5.87976e+03,1.35265e+00
6.58388e+09,5.88015e+03,1.36122e+00
6.63972e+09,5.88050e+03,1.36991e+00
6.69588e+09,5.88077e+03,1.37872e+00
6.75260e+09,5.88094e+03,1.38769e+00
6.80949e+09,5.88107e+03,1.39674e+00
6.86719e+09,5.88108e+03,1.40595e+00
6.92497e+09,5.88107e+03,1.41523e+00
6.98346e+09,5.88088e+03,1.42463e+00
7.04204e+09,5.88067e+03,1.43410e+00
7.10137e+09,5.88023e+03,1.44364e+00
7.16088e+09,5.87974e+03,1.45324e+00
7.22103e+09,5.87904e+03,1.46288e+00
7.28152e+09,5.87823e+03,1.47262e+00
7.34236e+09,5.87729e+03,1.48244e+00
7.40375e+09,5.87617e+03,1.49237e+00
7.46537e+09,5.87500e+03,1.50249e+00
7.52724e+09,5.87378e+03,1.51288e+00
7.58929e+09,5.87254e+03,1.52363e+00
7.65142e+09,5.87134e+03,1.53489e+00
7.71353e+09,5.87018e+03,1.54662e+00
7.77573e+09,5.86905e+03,1.55889e+00
7.83809e+09,5.86795e+03,1.57171e+00
7.90040e+09,5.86684e+03,1.58500e+00
7.96287e+09,5.86573e+03,1.59878e+00
8.02535e+09,5.86460e+03,1.61313e+00
8.08808e+09,5.86335e+03,1.62785e+00
8.15093e+09,5.86185e+03,1.64297e+00
8.21390e+09,5.86038e+03,1.65856e+00
8.27695e+09,5.85877e+03,1.67458e+00
8.34009e+09,5.85703e+03,1.69102e+00
8.40326e+09,5.85518e+03,1.70790e+00
8.46643e+09,5.85315e+03,1.72523e+00
8.52954e+09,5.85091e+03,1.74299e+00
8.59259e+09,5.84846e+03,1.76120e+00
8.65548e+09,5.84584e+03,1.77988e+00
8.71820e+09,5.84298e+03,1.79900e+00
8.78076e+09,5.83977e+03,1.81850e+00
8.84305e+09,5.83637e+03,1.83847e+00
8.90498e+09,5.83271e+03,1.85888e+00
8.96650e+09,5.82871e+03,1.87971e+00
9.02758e+09,5.82444e+03,1.90093e+00
9.08820e+09,5.81973e+03,1.92252e+00
9.14813e+09,5.81467e+03,1.94451e+00
9.20751e+09,5.80931e+03,1.96682e+00
9.26628e+09,5.80360e+03,1.98950e+00
9.32459e+09,5.79727e+03,2.01237e+00
9.38216e+09,5.79052e+03,2.03554e+00
9.43881e+09,5.78342e+03,2.05892e+00
9.49440e+09,5.77575e+03,2.08251e+00
9.54865e+09,5.76768e+03,2.10617e+00
9.60155e+09,5.75911e+03,2.12973e+00
9.65320e+09,5.74997e+03,2.15328e+00
9.70349e+09,5.74031e+03,2.17662e+00
9.75220e+09,5.73010e+03,2.19967e+00
9.79759e+09,5.71921e+03,2.22177e+00
9.83890e+09,5.70808e+03,2.24275e+00
9.87950e+09,5.69634e+03,2.26311e+00
9.91942e+09,5.68398e+03,2.28277e+00
1.00046e+10,5.65430e+03,2.32320e+00
1.00837e+10,5.62185e+03,2.35869e+00
1.01552e+10,5.58699e+03,2.38838e+00
1.02190e+10,5.55001e+03,2.41134e+00
1.02754e+10,5.51097e+03,2.42720e+00
1.03249e+10,5.47020e+03,2.43609e+00
1.03688e+10,5.42801e+03,2.43897e+00
1.04078e+10,5.38410e+03,2.43648e+00
1.04431e+10,5.33922e+03,2.43099e+00
1.04755e+10,5.29324e+03,2.42377e+00
1.05058e+10,5.24643e+03,2.41752e+00
1.05348e+10,5.19934e+03,2.41535e+00
1.05632e+10,5.15218e+03,2.42049e+00
1.05914e+10,5.10581e+03,2.43748e+00
1.06199e+10,5.06165e+03,2.47116e+00
1.06484e+10,5.02120e+03,2.52574e+00
1.06765e+10,4.98602e+03,2.60274e+00
1.07036e+10,4.95678e+03,2.70085e+00
1.07295e+10,4.93311e+03,2.81724e+00
1.07541e+10,4.91368e+03,2.94875e+00
1.07774e+10,4.89811e+03,3.09406e+00
1.07996e+10,4.88530e+03,3.25181e+00
1.08208e+10,4.87420e+03,3.42127e+00
1.08410e+10,4.86485e+03,3.60273e+00
1.08605e+10,4.85645e+03,3.79601e+00
1.08791e+10,4.84877e+03,4.00152e+00
1.08971e+10,4.84183e+03,4.21977e+00
1.09145e+10,4.83530e+03,4.45110e+00
1.09310e+10,4.82864e+03,4.69629e+00
1.09469e+10,4.82216e+03,4.95592e+00
1.09623e+10,4.81550e+03,5.23053e+00
1.09770e+10,4.80874e+03,5.52113e+00
1.09911e+10,4.80218e+03,5.82870e+00
1.10047e+10,4.79523e+03,6.15378e+00
1.10176e+10,4.78816e+03,6.49759e+00
1.10301e+10,4.78084e+03,6.86097e+00
1.10420e+10,4.77321e+03,7.24496e+00
1.10533e+10,4.76509e+03,7.65056e+00
1.10641e+10,4.75706e+03,8.07944e+00
1.10745e+10,4.74864e+03,8.53246e+00
1.10844e+10,4.74005e+03,9.01105e+00
1.10939e+10,4.73123e+03,9.51666e+00
1.11029e+10,4.72210e+03,1.00507e+01
1.11115e+10,4.71264e+03,1.06145e+01
1.11198e+10,4.70292e+03,1.12100e+01
1.11276e+10,4.69296e+03,1.18388e+01
1.11351e+10,4.68260e+03,1.25024e+01
1.11423e+10,4.67220e+03,1.32034e+01
1.11492e+10,4.66138e+03,1.39431e+01
1.11557e+10,4.65031e+03,1.47239e+01
1.11620e+10,4.63928e+03,1.55488e+01
1.11681e+10,4.62800e+03,1.64193e+01
1.11739e+10,4.61636e+03,1.73376e+01
1.11794e+10,4.60467e+03,1.83072e+01
1.11848e+10,4.59262e+03,1.93299e+01
1.11900e+10,4.58042e+03,2.04092e+01
1.11950e+10,4.56807e+03,2.15480e+01
1.11998e+10,4.55551e+03,2.27492e+01
1.12046e+10,4.54279e+03,2.40161e+01
1.12095e+10,4.53007e+03,2.53522e+01
1.12145e+10,4.51721e+03,2.67581e+01
1.12209e+10,4.50470e+03,2.82273e+01
1.12318e+10,4.51268e+03,2.78067e+01
1.12359e+10,4.52851e+03,2.63573e+01
1.12419e+10,4.52943e+03,2.65455e+01
1.12463e+10,4.51617e+03,2.80246e+01
1.12503e+10,4.50256e+03,2.95863e+01
1.12541e+10,4.48869e+03,3.12334e+01
1.12577e+10,4.47451e+03,3.29701e+01
1.12612e+10,4.46024e+03,3.48030e+01
1.12645e+10,4.44582e+03,3.67365e+01
1.12676e+10,4.43131e+03,3.87764e+01
1.12706e+10,4.41678e+03,4.09297e+01
1.12735e+10,4.40191e+03,4.31982e+01
1.12763e+10,4.38701e+03,4.55927e+01
1.12789e+10,4.37206e+03,4.81184e+01
1.12814e+10,4.35685e+03,5.07801e+01
1.12838e+10,4.34157e+03,5.35880e+01
1.12861e+10,4.32621e+03,5.65492e+01
1.12883e+10,4.31061e+03,5.96691e+01
1.12904e+10,4.29508e+03,6.29613e+01
1.12924e+10,4.27935e+03,6.64320e+01
1.12943e+10,4.26359e+03,7.00911e+01
1.12961e+10,4.24811e+03,7.39568e+01
1.12979e+10,4.23186e+03,7.80186e+01
1.12995e+10,4.21600e+03,8.23110e+01
1.13011e+10,4.19958e+03,8.68238e+01
1.13027e+10,4.18318e+03,9.15819e+01
1.13041e+10,4.16672e+03,9.65997e+01
1.13055e+10,4.15021e+03,1.01890e+02
1.13069e+10,4.13352e+03,1.07457e+02
1.13082e+10,4.11686e+03,1.13331e+02
1.13094e+10,4.10005e+03,1.19518e+02
1.13106e+10,4.08329e+03,1.26041e+02
1.13117e+10,4.06630e+03,1.32910e+02
1.13127e+10,4.04932e+03,1.40149e+02
1.13138e+10,4.03220e+03,1.47773e+02
1.13148e+10,4.01496e+03,1.55802e+02
1.13157e+10,3.99755e+03,1.64253e+02
1.13166e+10,3.98020e+03,1.73162e+02
1.13175e+10,3.96279e+03,1.82545e+02
1.13183e+10,3.94536e+03,1.92431e+02
1.13191e+10,3.92790e+03,2.02844e+02
1.13199e+10,3.91035e+03,2.13806e+02
1.13206e+10,3.89278e+03,2.25353e+02
1.13213e+10,3.87519e+03,2.37515e+02
1.13220e+10,3.85745e+03,2.50311e+02
1.13226e+10,3.83955e+03,2.63771e+02
1.13232e+10,3.82163e+03,2.77939e+02
1.13238e+10,3.80373e+03,2.92852e+02
1.13244e+10,3.78596e+03,3.08557e+02
1.13249e+10,3.76804e+03,3.25094e+02
1.13255e+10,3.75029e+03,3.42502e+02
1.13260e+10,3.73258e+03,3.60838e+02
1.13265e+10,3.71464e+03,3.80133e+02
1.13269e+10,3.69671e+03,4.00408e+02
1.13274e+10,3.67896e+03,4.21790e+02
1.13278e+10,3.66077e+03,4.44220e+02
1.13282e+10,3.64281e+03,4.67844e+02
1.13286e+10,3.62483e+03,4.92686e+02
1.13290e+10,3.60697e+03,5.18857e+02
1.13294e+10,3.58886e+03,5.46377e+02
1.13298e+10,3.57088e+03,5.75295e+02
1.13301e+10,3.55307e+03,6.05776e+02
1.13305e+10,3.53509e+03,6.37852e+02
1.13308e+10,3.51739e+03,6.71566e+02
1.13311e+10,3.49959e+03,7.07116e+02
