# time,position
1.31131e+00,2.03411e-01
1.32132e+00,1.96602e-01
1.33133e+00,1.63217e-01
1.34134e+00,1.44065e-01
1.35135e+00,1.28743e-01
1.36136e+00,1.28593e-01
1.37137e+00,4.71591e-02
1.38138e+00,1.11108e-01
1.39139e+00,5.95252e-02
1.40140e+00,5.15186e-02
1.41141e+00,3.63652e-02
1.42142e+00,3.72862e-03
1.43143e+00,5.13520e-03
1.44144e+00,9.02895e-03
1.45145e+00,-1.22097e-01
1.46146e+00,-5.22247e-02
1.47147e+00,-9.51712e-02
1.48148e+00,-5.76955e-02
1.49149e+00,-1.40270e-01
1.50150e+00,-1.08386e-01
1.51151e+00,-1.34857e-01
1.52152e+00,-1.55927e-01
1.53153e+00,-1.67285e-01
1.54154e+00,-1.87827e-01
1.55155e+00,-2.04150e-01
1.56156e+00,-1.95285e-01
1.57157e+00,-2.25430e-01
1.58158e+00,-2.07659e-01
1.59159e+00,-2.57154e-01
1.60160e+00,-2.19668e-01
1.61161e+00,-2.24179e-01
1.62162e+00,-2.14118e-01
1.63163e+00,-2.23054e-01
1.64164e+00,-1.83639e-01
1.65165e+00,-2.08784e-01
1.66166e+00,-2.33642e-01
1.67167e+00,-2.20756e-01
1.68168e+00,-2.25026e-01
1.69169e+00,-1.99259e-01
1.70170e+00,-1.71325e-01
1.71171e+00,-1.83694e-01
1.72172e+00,-1.69668e-01
1.73173e+00,-1.60059e-01
1.74174e+00,-1.81637e-01
1.75175e+00,-1.35796e-01
1.76176e+00,-1.58108e-01
1.77177e+00,-8.82651e-02
1.78178e+00,-5.54226e-02
1.79179e+00,-9.02581e-02
1.80180e+00,-6.41310e-02
1.81181e+00,-8.79541e-02
1.82182e+00,-3.72318e-02
1.83183e+00,-6.72103e-03
1.84184e+00,-7.78559e-02
1.85185e+00,-1.19232e-02
1.86186e+00,5.24341e-02
1.87187e+00,1.21241e-02
1.88188e+00,4.06899e-02
1.89189e+00,4.82799e-02
1.90190e+00,6.39345e-02
1.91191e+00,6.18693e-02
1.92192e+00,1.04538e-01
1.93193e+00,6.66548e-02
1.94194e+00,1.46690e-01
1.95195e+00,1.47155e-01
1.96196e+00,9.90854e-02
1.97197e+00,1.76283e-01
1.98198e+00,1.11919e-01
1.99199e+00,1.19205e-01
2.00200e+00,1.41781e-01
2.01201e+00,1.48998e-01
2.02202e+00,1.68218e-01
2.03203e+00,2.13033e-01
2.04204e+00,1.60950e-01
2.05205e+00,1.91117e-01
2.06206e+00,2.01194e-01
2.07207e+00,1.99910e-01
2.08208e+00,1.35742e-01
2.09209e+00,1.49831e-01
2.10210e+00,1.37180e-01
2.11211e+00,1.37812e-01
2.12212e+00,1.07732e-01
2.13213e+00,1.32355e-01
2.14214e+00,1.42444e-01
2.15215e+00,1.14673e-01
2.16216e+00,1.25550e-01
2.17217e+00,5.82324e-02
2.18218e+00,1.34421e-01
2.19219e+00,9.14252e-02
2.20220e+00,1.13680e-01
2.21221e+00,8.45967e-02
2.22222e+00,5.02253e-02
2.23223e+00,4.31473e-02
2.24224e+00,8.44102e-02
2.25225e+00,1.11612e-02
2.26226e+00,2.55026e-02
2.27227e+00,2.65513e-02
2.28228e+00,-1.36493e-02
2.29229e+00,-3.60932e-02
2.30230e+00,-2.12569e-02
2.31231e+00,-4.29156e-02
2.32232e+00,2.34132e-03
2.33233e+00,-3.11403e-02
2.34234e+00,-5.74188e-02
2.35235e+00,-4.55614e-02
2.36236e+00,-7.30724e-02
2.37237e+00,-1.15148e-01
2.38238e+00,-1.03316e-01
2.39239e+00,-1.27606e-01
2.40240e+00,-9.55649e-02
2.41241e+00,-9.76224e-02
2.42242e+00,-7.53219e-02
2.43243e+00,-8.83766e-02
2.44244e+00,-1.29300e-01
2.45245e+00,-1.73406e-01
2.46246e+00,-1.37411e-01
2.47247e+00,-1.06188e-01
2.48248e+00,-1.66232e-01
2.49249e+00,-9.48865e-02
2.50250e+00,-1.35597e-01
2.51251e+00,-1.04448e-01
2.52252e+00,-1.77998e-01
2.53253e+00,-1.15551e-01
2.54254e+00,-9.67706e-02
2.55255e+00,-1.02589e-01
2.56256e+00,-9.06031e-02
2.57257e+00,-9.24550e-02
2.58258e+00,-7.88912e-02
2.59259e+00,-9.95849e-02
2.60260e+00,-7.61055e-02
2.61261e+00,-8.56193e-02
2.62262e+00,-8.85262e-02
2.63263e+00,-6.71291e-02
2.64264e+00,-4.27060e-02
2.65265e+00,-1.45005e-02
2.66266e+00,-4.68651e-02
2.67267e+00,-1.29636e-02
2.68268e+00,9.12074e-03
2.69269e+00,-3.25627e-02
2.70270e+00,-3.74364e-02
2.71271e+00,1.24976e-03
2.72272e+00,2.15786e-02
2.73273e+00,3.26411e-02
2.74274e+00,2.08759e-02
2.75275e+00,4.29821e-02
2.76276e+00,1.62052e-02
2.77277e+00,5.00150e-02
2.78278e+00,3.20233e-02
2.79279e+00,7.66605e-02
2.80280e+00,5.67431e-02
2.81281e+00,6.18231e-02
2.82282e+00,7.62753e-02
2.83283e+00,8.60800e-02
2.84284e+00,7.08651e-02
2.85285e+00,9.86611e-02
2.86286e+00,8.07378e-02
2.87287e+00,9.74496e-02
2.88288e+00,6.14805e-02
2.89289e+00,4.89597e-02
2.90290e+00,9.02718e-02
2.91291e+00,1.13694e-01
2.92292e+00,3.21740e-02
2.93293e+00,7.45458e-02
2.94294e+00,8.23176e-02
2.95295e+00,1.31145e-01
2.96296e+00,1.06118e-01
2.97297e+00,4.93632e-02
2.98298e+00,9.56197e-02
2.99299e+00,6.71620e-03
3.00300e+00,7.60129e-02
3.01301e+00,8.59941e-02
3.02302e+00,1.07575e-01
3.03303e+00,8.33477e-02
3.04304e+00,6.30190e-02
3.05305e+00,4.20487e-02
3.06306e+00,5.54292e-02
3.07307e+00,2.57265e-02
3.08308e+00,8.75633e-03
3.09309e+00,3.36249e-02
3.10310e+00,3.86536e-02
3.11311e+00,-2.91983e-03
3.12312e+00,5.96121e-02
3.13313e+00,1.44790e-02
3.14314e+00,-7.34577e-03
3.15315e+00,6.51097e-03
3.16316e+00,1.75728e-02
3.17317e+00,-1.64199e-02
3.18318e+00,-7.94230e-04
3.19319e+00,-4.34146e-02
3.20320e+00,-8.74403e-03
3.21321e+00,-6.91535e-02
3.22322e+00,-1.89979e-02
3.23323e+00,-2.44396e-02
3.24324e+00,-4.28659e-02
3.25325e+00,-4.52580e-02
3.26326e+00,-5.65008e-03
3.27327e+00,-4.62130e-02
3.28328e+00,-6.49627e-02
3.29329e+00,-4.58541e-02
3.30330e+00,-4.45877e-02
3.31331e+00,-1.28883e-02
3.32332e+00,-3.86896e-02
3.33333e+00,-5.35452e-02
3.34334e+00,-5.40044e-02
3.35335e+00,-7.06346e-02
3.36336e+00,-9.37859e-02
3.37337e+00,-1.83332e-02
3.38338e+00,-3.57486e-02
3.39339e+00,-3.51174e-02
3.40340e+00,-6.84286e-02
3.41341e+00,-3.25602e-02
3.42342e+00,-6.57645e-02
3.43343e+00,-7.18491e-03
3.44344e+00,-1.83590e-02
3.45345e+00,-3.34414e-02
3.46346e+00,-1.26416e-02
3.47347e+00,-3.38691e-02
3.48348e+00,-4.49566e-02
3.49349e+00,-5.05291e-02
3.50350e+00,-3.91024e-02
3.51351e+00,-2.19002e-02
3.52352e+00,-1.67954e-02
3.53353e+00,-2.25857e-02
3.54354e+00,-2.87499e-02
3.55355e+00,8.03893e-03
3.56356e+00,3.56379e-02
3.57357e+00,5.17117e-03
3.58358e+00,-6.54059e-03
3.59359e+00,-4.24528e-02
3.60360e+00,-1.67686e-02
3.61361e+00,2.69021e-02
3.62362e+00,2.40271e-02
3.63363e+00,2.76163e-03
3.64364e+00,2.59275e-02
3.65365e+00,2.86935e-03
3.66366e+00,2.22992e-02
3.67367e+00,5.33659e-02
3.68368e+00,3.09368e-02
3.69369e+00,7.72143e-02
3.70370e+00,4.96793e-02
3.71371e+00,2.06188e-02
3.72372e+00,4.22173e-02
3.73373e+00,3.37343e-02
3.74374e+00,4.13972e-02
3.75375e+00,6.07415e-02
3.76376e+00,4.77561e-02
3.77377e+00,6.26248e-02
3.78378e+00,7.80066e-02
3.79379e+00,2.07363e-02
3.80380e+00,6.54361e-02
3.81381e+00,8.25512e-02
3.82382e+00,1.32752e-02
3.83383e+00,5.87731e-02
3.84384e+00,2.10358e-02
3.85385e+00,5.82601e-02
3.86386e+00,7.76734e-02
3.87387e+00,4.57076e-02
3.88388e+00,3.69446e-02
3.89389e+00,2.64577e-02
3.90390e+00,-6.85494e-03
3.91391e+00,1.05151e-02
3.92392e+00,3.54626e-02
3.93393e+00,-2.50880e-02
3.94394e+00,7.74668e-03
3.95395e+00,4.02173e-02
3.96396e+00,7.31556e-03
3.97397e+00,3.71716e-02
3.98398e+00,3.85381e-02
3.99399e+00,4.96862e-02
4.00400e+00,-4.64033e-03
4.01401e+00,-8.46660e-03
4.02402e+00,-9.52890e-03
4.03403e+00,-1.66793e-02
4.04404e+00,-1.63162e-02
4.05405e+00,1.59957e-02
4.06406e+00,-3.70554e-02
4.07407e+00,7.71347e-03
4.08408e+00,-5.65199e-02
4.09409e+00,-1.38950e-02
4.10410e+00,-4.30960e-02
4.11411e+00,-2.89349e-02
4.12412e+00,-4.36697e-02
4.13413e+00,-8.91733e-03
4.14414e+00,-6.27250e-02
4.15415e+00,-4.04573e-02
4.16416e+00,-3.15206e-02
4.17417e+00,-3.18614e-02
4.18418e+00,-4.87216e-02
4.19419e+00,-1.20475e-02
4.20420e+00,-4.56839e-02
4.21421e+00,-1.26172e-02
4.22422e+00,-2.07102e-02
4.23423e+00,-4.98046e-02
4.24424e+00,-4.25940e-02
4.25425e+00,-5.86408e-02
4.26426e+00,-2.17117e-02
4.27427e+00,-3.75056e-02
4.28428e+00,1.88927e-02
4.29429e+00,-3.66373e-03
4.30430e+00,-3.88446e-02
4.31431e+00,-2.73266e-02
4.32432e+00,-4.52967e-02
4.33433e+00,-7.67251e-02
4.34434e+00,-5.32058e-02
4.35435e+00,-2.62031e-02
4.36436e+00,-3.48801e-02
4.37437e+00,1.22483e-02
4.38438e+00,1.84661e-03
4.39439e+00,-2.10570e-02
4.40440e+00,8.02636e-03
4.41441e+00,7.70811e-03
4.42442e+00,2.73478e-02
4.43443e+00,1.80442e-02
4.44444e+00,1.89958e-02
4.45445e+00,1.68444e-02
4.46446e+00,2.66108e-03
4.47447e+00,4.82667e-02
4.48448e+00,1.11910e-02
4.49449e+00,4.02486e-03
4.50450e+00,5.77659e-02
4.51451e+00,1.06814e-02
4.52452e+00,-1.67276e-02
4.53453e+00,2.05986e-02
4.54454e+00,6.59599e-02
4.55455e+00,2.72385e-02
4.56456e+00,8.11747e-02
4.57457e+00,1.48528e-03
4.58458e+00,1.43364e-02
4.59459e+00,2.43372e-02
4.60460e+00,6.28380e-02
4.61461e+00,1.87457e-02
4.62462e+00,-4.30194e-02
4.63463e+00,1.32217e-02
4.64464e+00,-1.57182e-02
4.65465e+00,4.68201e-02
4.66466e+00,7.18161e-03
4.67467e+00,5.94036e-02
4.68468e+00,4.58250e-02
4.69469e+00,6.41325e-02
4.70470e+00,6.19912e-03
4.71471e+00,1.01861e-02
4.72472e+00,2.72828e-02
4.73473e+00,1.94633e-02
4.74474e+00,2.41446e-02
4.75475e+00,-3.16619e-02
4.76476e+00,-3.55298e-03
4.77477e+00,-1.85359e-02
4.78478e+00,-6.07486e-03
4.79479e+00,4.04700e-02
4.80480e+00,5.02576e-02
4.81481e+00,-5.32993e-03
4.82482e+00,3.79381e-02
4.83483e+00,-9.02965e-03
4.84484e+00,2.87735e-03
4.85485e+00,3.80806e-02
4.86486e+00,3.69456e-03
4.87487e+00,-2.02173e-02
4.88488e+00,2.01958e-02
4.89489e+00,7.18109e-03
4.90490e+00,-1.66286e-02
4.91491e+00,-2.09951e-03
4.92492e+00,-3.19477e-02
4.93493e+00,-2.41286e-02
4.94494e+00,-2.87584e-02
4.95495e+00,1.74257e-02
4.96496e+00,-1.98211e-02
4.97497e+00,1.53947e-02
4.98498e+00,8.97507e-03
4.99499e+00,-8.82659e-03
5.00501e+00,1.02157e-02
5.01502e+00,-3.50710e-02
5.02503e+00,-1.01753e-02
5.03504e+00,-1.77989e-03
5.04505e+00,-1.27393e-02
5.05506e+00,-3.00265e-02
5.06507e+00,6.00285e-03
5.07508e+00,-2.36338e-02
5.08509e+00,-4.44105e-02
5.09510e+00,-4.10158e-02
5.10511e+00,-6.64467e-03
5.11512e+00,-5.05245e-02
5.12513e+00,2.31495e-02
5.13514e+00,5.91169e-03
5.14515e+00,9.13343e-03
5.15516e+00,-2.19360e-02
5.16517e+00,-9.84460e-03
5.17518e+00,-1.60242e-02
5.18519e+00,-3.27556e-02
5.19520e+00,-1.51805e-02
5.20521e+00,-8.28309e-03
5.21522e+00,-1.51426e-02
5.22523e+00,-4.23579e-02
5.23524e+00,9.43250e-03
5.24525e+00,3.13878e-02
5.25526e+00,1.11336e-02
5.26527e+00,5.37712e-02
5.27528e+00,-1.75727e-02
5.28529e+00,1.38613e-02
5.29530e+00,3.49995e-03
5.30531e+00,-2.14168e-02
5.31532e+00,3.39587e-03
5.32533e+00,-1.09979e-02
5.33534e+00,4.97982e-02
5.34535e+00,-1.23773e-02
5.35536e+00,2.40887e-02
5.36537e+00,-1.60277e-02
5.37538e+00,1.05438e-02
5.38539e+00,-1.86496e-02
5.39540e+00,3.25207e-02
5.40541e+00,9.40849e-03
5.41542e+00,1.56711e-02
5.42543e+00,9.79731e-03
5.43544e+00,-1.61018e-02
5.44545e+00,-8.42912e-04
5.45546e+00,2.42519e-03
5.46547e+00,1.73291e-03
5.47548e+00,-1.78497e-02
5.48549e+00,2.71081e-02
5.49550e+00,-8.72551e-03
5.50551e+00,2.23313e-03
5.51552e+00,-8.88363e-05
5.52553e+00,2.88483e-02
5.53554e+00,-5.47957e-03
5.54555e+00,3.15848e-02
5.55556e+00,2.41109e-03
5.56557e+00,-2.05489e-03
5.57558e+00,2.86946e-02
5.58559e+00,3.44244e-02
5.59560e+00,2.89480e-02
5.60561e+00,-2.12010e-02
5.61562e+00,3.00003e-02
5.62563e+00,3.95778e-02
5.63564e+00,5.96927e-03
5.64565e+00,1.36684e-02
5.65566e+00,1.43374e-03
5.66567e+00,2.31042e-02
5.67568e+00,1.00491e-02
5.68569e+00,4.53408e-02
5.69570e+00,8.15254e-04
5.70571e+00,-1.74335e-02
5.71572e+00,-5.13413e-03
5.72573e+00,1.69522e-02
5.73574e+00,1.02050e-02
5.74575e+00,-1.31162e-02
5.75576e+00,-1.00202e-02
5.76577e+00,2.45880e-02
5.77578e+00,-2.97899e-02
5.78579e+00,2.96786e-02
5.79580e+00,1.89174e-02
5.80581e+00,2.74930e-02
5.81582e+00,2.62679e-02
5.82583e+00,-9.03797e-04
5.83584e+00,-3.18901e-02
5.84585e+00,-6.64466e-02
5.85586e+00,2.39406e-03
5.86587e+00,-1.37305e-02
5.87588e+00,1.82537e-03
5.88589e+00,1.05281e-03
5.89590e+00,9.27734e-03
5.90591e+00,-3.46966e-03
5.91592e+00,-1.82273e-02
5.92593e+00,2.45562e-02
5.93594e+00,-2.61831e-02
5.94595e+00,-1.41060e-02
5.95596e+00,5.29770e-03
5.96597e+00,4.33564e-03
5.97598e+00,-1.89056e-02
5.98599e+00,-2.30716e-02
5.99600e+00,4.23139e-02
6.00601e+00,-3.96282e-02
6.01602e+00,2.50865e-02
6.02603e+00,1.45986e-02
6.03604e+00,2.14989e-02
6.04605e+00,8.17139e-03
6.05606e+00,2.49138e-02
6.06607e+00,-2.49450e-02
6.07608e+00,1.70954e-02
6.08609e+00,1.62629e-02
6.09610e+00,-4.79951e-02
6.10611e+00,3.70669e-03
6.11612e+00,3.03765e-03
6.12613e+00,-5.33917e-02
6.13614e+00,1.74452e-02
6.14615e+00,3.46302e-02
6.15616e+00,-2.84766e-02
6.16617e+00,5.31945e-03
6.17618e+00,-3.41588e-02
6.18619e+00,-5.54268e-02
6.19620e+00,6.18197e-02
6.20621e+00,1.15292e-03
6.21622e+00,1.28118e-02
6.22623e+00,-2.43640e-02
6.23624e+00,1.27966e-02
6.24625e+00,2.41696e-03
6.25626e+00,-2.40570e-02
6.26627e+00,2.37014e-02
6.27628e+00,-2.20413e-02
6.28629e+00,7.12475e-02
6.29630e+00,4.18445e-02
6.30631e+00,-1.77196e-02
6.31632e+00,-3.82059e-02
6.32633e+00,-1.43688e-02
6.33634e+00,1.87003e-02
6.34635e+00,-2.04104e-02
6.35636e+00,-2.08456e-02
6.36637e+00,-1.31531e-02
6.37638e+00,1.93380e-03
6.38639e+00,-2.15895e-02
6.39640e+00,5.79133e-02
6.40641e+00,5.14186e-02
6.41642e+00,1.15834e-02
6.42643e+00,-2.64638e-03
6.43644e+00,-9.10582e-04
6.44645e+00,3.63397e-02
6.45646e+00,1.34723e-03
6.46647e+00,3.71339e-02
6.47648e+00,2.79120e-02
6.48649e+00,-1.52580e-02
6.49650e+00,3.71998e-02
6.50651e+00,-8.77722e-03
6.51652e+00,-1.75473e-02
6.52653e+00,-7.76846e-04
6.53654e+00,-1.94332e-02
6.54655e+00,-7.47012e-03
6.55656e+00,6.82979e-03
6.56657e+00,-2.65956e-02
6.57658e+00,4.16384e-02
6.58659e+00,-1.65669e-02
6.59660e+00,7.93643e-03
6.60661e+00,-3.87898e-02
6.61662e+00,-4.33153e-03
6.62663e+00,2.04542e-02
6.63664e+00,-1.55266e-02
6.64665e+00,-5.74745e-03
6.65666e+00,2.68188e-02
6.66667e+00,-5.03031e-02
6.67668e+00,1.08959e-04
6.68669e+00,4.48019e-02
6.69670e+00,-2.67052e-02
6.70671e+00,-1.88300e-02
6.71672e+00,2.50965e-02
6.72673e+00,-2.00977e-02
6.73674e+00,-8.04480e-03
6.74675e+00,-4.92111e-03
6.75676e+00,-1.62953e-02
6.76677e+00,2.57556e-02
6.77678e+00,-5.41443e-03
6.78679e+00,4.86394e-02
6.79680e+00,1.70548e-03
6.80681e+00,-6.53499e-02
6.81682e+00,1.79181e-02
6.82683e+00,-1.99138e-02
6.83684e+00,5.01104e-03
6.84685e+00,-3.91166e-02
6.85686e+00,-2.70600e-03
6.86687e+00,3.15931e-02
6.87688e+00,-2.52259e-02
6.88689e+00,-1.06855e-02
6.89690e+00,-7.96555e-03
6.90691e+00,-2.84408e-02
6.91692e+00,2.84706e-02
6.92693e+00,5.16181e-03
6.93694e+00,1.74525e-02
6.94695e+00,2.42988e-02
6.95696e+00,-4.11749e-02
6.96697e+00,-2.76323e-02
6.97698e+00,1.54027e-02
6.98699e+00,8.58570e-03
6.99700e+00,-8.57380e-03
7.00701e+00,1.80798e-02
7.01702e+00,-1.98157e-02
7.02703e+00,-4.39902e-03
7.03704e+00,-1.79367e-03
7.04705e+00,-3.31712e-02
7.05706e+00,4.18630e-03
7.06707e+00,2.42894e-02
7.07708e+00,-2.84695e-02
7.08709e+00,-4.65097e-03
7.09710e+00,-1.92391e-03
7.10711e+00,1.00292e-02
7.11712e+00,8.50143e-03
7.12713e+00,-5.17106e-02
7.13714e+00,5.73357e-02
7.14715e+00,2.94732e-02
7.15716e+00,3.72475e-02
7.16717e+00,7.50796e-03
7.17718e+00,5.76158e-02
7.18719e+00,3.88416e-02
7.19720e+00,-2.71208e-02
7.20721e+00,3.63004e-02
7.21722e+00,-1.55167e-02
7.22723e+00,5.69577e-02
7.23724e+00,1.76075e-02
7.24725e+00,7.44949e-03
7.25726e+00,2.33495e-02
7.26727e+00,1.87499e-02
7.27728e+00,-5.54295e-03
7.28729e+00,-1.48269e-02
7.29730e+00,2.28610e-02
7.30731e+00,-8.13951e-03
7.31732e+00,-2.58499e-02
7.32733e+00,-1.12380e-02
7.33734e+00,8.68447e-04
7.34735e+00,-6.85322e-03
7.35736e+00,-2.25489e-02
7.36737e+00,-2.48776e-03
7.37738e+00,1.59246e-02
7.38739e+00,6.76248e-03
7.39740e+00,-1.12421e-02
7.40741e+00,2.05974e-02
7.41742e+00,-2.22279e-02
7.42743e+00,-1.99247e-02
7.43744e+00,-3.34919e-02
7.44745e+00,8.95184e-03
7.45746e+00,-3.95842e-03
7.46747e+00,-2.84488e-03
7.47748e+00,7.08073e-03
7.48749e+00,-5.67133e-02
7.49750e+00,-5.19089e-03
7.50751e+00,1.86709e-02
7.51752e+00,8.15390e-03
7.52753e+00,-3.59402e-02
7.53754e+00,-4.84692e-03
7.54755e+00,3.02313e-02
7.55756e+00,2.24753e-02
7.56757e+00,1.80035e-02
7.57758e+00,1.58369e-02
7.58759e+00,-2.44346e-02
7.59760e+00,-1.58209e-02
7.60761e+00,-1.91389e-02
7.61762e+00,3.95024e-02
7.62763e+00,-1.24125e-03
7.63764e+00,-3.36722e-02
7.64765e+00,-3.12870e-02
7.65766e+00,-3.82393e-02
7.66767e+00,1.17200e-03
7.67768e+00,-8.56771e-03
7.68769e+00,-3.53074e-02
7.69770e+00,-1.44867e-03
7.70771e+00,-3.88587e-02
7.71772e+00,1.54277e-02
7.72773e+00,1.84921e-02
7.73774e+00,-2.46873e-02
7.74775e+00,-2.03449e-02
7.75776e+00,-9.52371e-03
7.76777e+00,2.95675e-02
7.77778e+00,1.30608e-02
7.78779e+00,-9.94699e-03
7.79780e+00,9.21495e-03
7.80781e+00,-1.59617e-02
7.81782e+00,-1.83757e-02
7.82783e+00,-3.06669e-02
7.83784e+00,-3.73585e-02
7.84785e+00,-1.07937e-02
7.85786e+00,6.39021e-02
7.86787e+00,-2.39305e-02
7.87788e+00,-6.21469e-03
7.88789e+00,-9.85531e-04
7.89790e+00,-1.15801e-02
7.90791e+00,1.18560e-02
7.91792e+00,-1.55268e-02
7.92793e+00,3.33486e-02
7.93794e+00,3.10947e-02
7.94795e+00,1.92548e-02
7.95796e+00,-9.23390e-03
7.96797e+00,4.92140e-02
7.97798e+00,-3.51230e-03
7.98799e+00,7.00216e-03
7.99800e+00,1.19841e-02
8.00801e+00,3.79427e-03
8.01802e+00,2.56239e-02
8.02803e+00,2.21597e-03
8.03804e+00,1.84812e-02
8.04805e+00,-3.21769e-02
8.05806e+00,-2.79107e-02
8.06807e+00,-3.26844e-02
8.07808e+00,9.37986e-03
8.08809e+00,-1.30274e-02
8.09810e+00,1.15443e-02
8.10811e+00,5.69633e-03
8.11812e+00,-6.85812e-05
8.12813e+00,-5.02543e-04
8.13814e+00,1.25084e-02
8.14815e+00,-5.89789e-02
8.15816e+00,-2.47948e-02
8.16817e+00,-4.08747e-02
8.17818e+00,2.93719e-04
8.18819e+00,-1.28154e-02
8.19820e+00,3.94606e-03
8.20821e+00,-2.14220e-02
8.21822e+00,1.31507e-02
8.22823e+00,8.05043e-03
8.23824e+00,-3.67393e-03
8.24825e+00,1.97463e-02
8.25826e+00,-2.64493e-02
8.26827e+00,3.43536e-02
8.27828e+00,-1.79877e-02
8.28829e+00,3.31822e-02
8.29830e+00,-1.71710e-02
8.30831e+00,5.21763e-03
8.31832e+00,-4.45471e-02
8.32833e+00,1.19201e-02
8.33834e+00,-1.24504e-03
8.34835e+00,-6.91483e-03
8.35836e+00,-1.53283e-02
8.36837e+00,6.07772e-03
8.37838e+00,1.73546e-02
8.38839e+00,5.19902e-02
8.39840e+00,-2.43083e-02
8.40841e+00,1.67442e-02
8.41842e+00,-8.56170e-04
8.42843e+00,2.03571e-03
8.43844e+00,2.77543e-02
8.44845e+00,1.41306e-02
8.45846e+00,-4.53405e-02
8.46847e+00,-2.40517e-02
8.47848e+00,-7.49269e-03
