# age (yr),T_eff (K),L (L_sun)
6.94769e+05,2.25423e+04,2.66141e+03
7.16537e+05,2.25374e+04,2.66180e+03
7.38305e+05,2.25325e+04,2.66218e+03
7.61889e+05,2.25275e+04,2.66267e+03
7.86297e+05,2.25224e+04,2.66321e+03
8.10706e+05,2.25174e+04,2.66375e+03
8.35115e+05,2.25123e+04,2.66429e+03
8.62229e+05,2.25071e+04,2.66497e+03
8.89806e+05,2.25019e+04,2.66567e+03
9.17383e+05,2.24966e+04,2.66637e+03
9.44961e+05,2.24914e+04,2.66707e+03
9.75509e+05,2.24860e+04,2.66792e+03
1.00689e+06,2.24806e+04,2.66882e+03
1.03827e+06,2.24752e+04,2.66971e+03
1.06965e+06,2.24698e+04,2.67061e+03
1.10325e+06,2.24644e+04,2.67161e+03
1.13919e+06,2.24588e+04,2.67273e+03
1.17513e+06,2.24533e+04,2.67385e+03
1.21108e+06,2.24478e+04,2.67496e+03
1.24702e+06,2.24422e+04,2.67608e+03
1.28837e+06,2.24366e+04,2.67746e+03
1.32978e+06,2.24311e+04,2.67884e+03
1.37120e+06,2.24255e+04,2.68022e+03
1.41262e+06,2.24199e+04,2.68160e+03
1.45602e+06,2.24143e+04,2.68307e+03
1.50400e+06,2.24087e+04,2.68475e+03
1.55199e+06,2.24030e+04,2.68644e+03
1.59997e+06,2.23974e+04,2.68812e+03
1.64796e+06,2.23918e+04,2.68981e+03
1.69941e+06,2.23861e+04,2.69166e+03
1.75512e+06,2.23805e+04,2.69370e+03
1.81084e+06,2.23748e+04,2.69574e+03
1.86655e+06,2.23691e+04,2.69779e+03
1.92226e+06,2.23635e+04,2.69984e+03
1.98344e+06,2.23578e+04,2.70213e+03
2.04791e+06,2.23520e+04,2.70457e+03
2.11237e+06,2.23463e+04,2.70701e+03
2.17683e+06,2.23406e+04,2.70946e+03
2.24129e+06,2.23348e+04,2.71190e+03
2.31525e+06,2.23291e+04,2.71480e+03
2.38934e+06,2.23234e+04,2.71770e+03
2.46342e+06,2.23176e+04,2.72060e+03
2.53751e+06,2.23119e+04,2.72351e+03
2.61782e+06,2.23062e+04,2.72670e+03
2.70229e+06,2.23004e+04,2.73009e+03
2.78677e+06,2.22946e+04,2.73349e+03
2.87124e+06,2.22888e+04,2.73689e+03
2.96097e+06,2.22831e+04,2.74054e+03
3.05654e+06,2.22776e+04,2.74448e+03
3.15211e+06,2.22720e+04,2.74843e+03
3.24767e+06,2.22664e+04,2.75238e+03
3.35024e+06,2.22605e+04,2.75663e+03
3.45755e+06,2.22544e+04,2.76109e+03
3.56486e+06,2.22483e+04,2.76556e+03
3.67217e+06,2.22422e+04,2.77003e+03
3.79120e+06,2.22354e+04,2.77503e+03
3.91082e+06,2.22285e+04,2.78006e+03
4.03044e+06,2.22217e+04,2.78511e+03
4.15703e+06,2.22153e+04,2.79056e+03
4.28935e+06,2.22092e+04,2.79635e+03
4.42167e+06,2.22032e+04,2.80215e+03
4.55922e+06,2.21976e+04,2.80825e+03
4.70458e+06,2.21924e+04,2.81479e+03
4.84993e+06,2.21873e+04,2.82134e+03
5.00140e+06,2.21808e+04,2.82809e+03
5.16025e+06,2.21726e+04,2.83507e+03
5.31909e+06,2.21644e+04,2.84207e+03
5.48675e+06,2.21544e+04,2.84944e+03
5.65946e+06,2.21433e+04,2.85704e+03
5.83231e+06,2.21322e+04,2.86466e+03
6.01879e+06,2.21206e+04,2.87310e+03
6.20526e+06,2.21090e+04,2.88157e+03
6.40042e+06,2.20972e+04,2.89056e+03
6.60023e+06,2.20852e+04,2.89984e+03
6.80681e+06,2.20730e+04,2.90953e+03
7.01963e+06,2.20607e+04,2.91960e+03
7.23953e+06,2.20481e+04,2.93013e+03
7.46526e+06,2.20353e+04,2.94103e+03
7.69989e+06,2.20223e+04,2.95250e+03
7.93858e+06,2.20091e+04,2.96425e+03
8.18918e+06,2.19955e+04,2.97678e+03
8.44391e+06,2.19817e+04,2.98963e+03
8.70863e+06,2.19676e+04,3.00315e+03
8.98153e+06,2.19530e+04,3.01726e+03
9.26050e+06,2.19381e+04,3.03184e+03
9.55137e+06,2.19228e+04,3.04728e+03
9.85038e+06,2.19069e+04,3.06332e+03
1.01571e+07,2.18906e+04,3.07998e+03
1.04742e+07,2.18737e+04,3.09745e+03
1.08025e+07,2.18561e+04,3.11577e+03
1.11401e+07,2.18378e+04,3.13490e+03
1.14875e+07,2.18189e+04,3.15491e+03
1.18454e+07,2.17993e+04,3.17584e+03
1.22144e+07,2.17788e+04,3.19773e+03
1.25959e+07,2.17573e+04,3.22069e+03
1.29890e+07,2.17348e+04,3.24473e+03
1.33940e+07,2.17113e+04,3.26990e+03
1.38112e+07,2.16866e+04,3.29624e+03
1.42411e+07,2.16606e+04,3.32388e+03
1.46842e+07,2.16332e+04,3.35288e+03
1.51416e+07,2.16041e+04,3.38342e+03
1.56127e+07,2.15733e+04,3.41548e+03
1.60976e+07,2.15405e+04,3.44916e+03
1.65964e+07,2.15059e+04,3.48455e+03
1.71113e+07,2.14687e+04,3.52199e+03
1.76412e+07,2.14291e+04,3.56144e+03
1.81864e+07,2.13866e+04,3.60306e+03
1.87481e+07,2.13408e+04,3.64710e+03
1.93260e+07,2.12915e+04,3.69371e+03
1.99199e+07,2.12384e+04,3.74303e+03
2.05311e+07,2.11808e+04,3.79541e+03
2.11594e+07,2.11182e+04,3.85109e+03
2.18046e+07,2.10502e+04,3.91028e+03
2.24665e+07,2.09756e+04,3.97325e+03
2.31458e+07,2.08942e+04,4.04051e+03
2.38413e+07,2.08047e+04,4.11228e+03
2.45525e+07,2.07062e+04,4.18890e+03
2.52794e+07,2.05989e+04,4.27020e+03
2.60212e+07,2.04815e+04,4.35641e+03
2.67766e+07,2.03535e+04,4.44769e+03
2.69495e+07,2.03226e+04,4.46922e+03
2.71229e+07,2.02912e+04,4.49099e+03
2.72967e+07,2.02592e+04,4.51302e+03
2.74709e+07,2.02264e+04,4.53534e+03
2.76457e+07,2.01927e+04,4.55800e+03
2.78210e+07,2.01586e+04,4.58096e+03
2.79967e+07,2.01237e+04,4.60422e+03
2.81727e+07,2.00882e+04,4.62780e+03
2.83490e+07,2.00519e+04,4.65171e+03
2.85255e+07,2.00147e+04,4.67594e+03
2.87022e+07,1.99766e+04,4.70049e+03
2.88791e+07,1.99377e+04,4.72535e+03
2.90560e+07,1.98981e+04,4.75052e+03
2.92330e+07,1.98576e+04,4.77602e+03
2.94100e+07,1.98162e+04,4.80182e+03
2.95868e+07,1.97739e+04,4.82795e+03
2.97635e+07,1.97306e+04,4.85439e+03
2.99399e+07,1.96865e+04,4.88117e+03
3.01160e+07,1.96414e+04,4.90825e+03
3.02915e+07,1.95952e+04,4.93562e+03
3.04666e+07,1.95481e+04,4.96333e+03
3.06414e+07,1.95002e+04,4.99131e+03
3.08153e+07,1.94512e+04,5.01953e+03
3.09884e+07,1.94011e+04,5.04806e+03
3.11612e+07,1.93505e+04,5.07698e+03
3.13328e+07,1.92987e+04,5.10613e+03
3.15036e+07,1.92460e+04,5.13556e+03
3.16728e+07,1.91920e+04,5.16515e+03
3.18412e+07,1.91373e+04,5.19507e+03
3.20083e+07,1.90816e+04,5.22521e+03
3.21741e+07,1.90250e+04,5.25555e+03
3.23385e+07,1.89675e+04,5.28608e+03
3.25017e+07,1.89091e+04,5.31680e+03
3.26634e+07,1.88500e+04,5.34762e+03
3.28240e+07,1.87902e+04,5.37864e+03
3.29833e+07,1.87297e+04,5.40981e+03
3.31413e+07,1.86686e+04,5.44111e+03
3.32979e+07,1.86068e+04,5.47260e+03
3.34528e+07,1.85444e+04,5.50418e+03
3.36061e+07,1.84814e+04,5.53592e+03
3.37582e+07,1.84179e+04,5.56780e+03
3.39087e+07,1.83540e+04,5.59977e+03
3.40582e+07,1.82898e+04,5.63197e+03
3.42061e+07,1.82252e+04,5.66435e+03
3.43531e+07,1.81605e+04,5.69711e+03
3.44985e+07,1.80954e+04,5.72999e+03
3.46430e+07,1.80304e+04,5.76326e+03
3.47866e+07,1.79654e+04,5.79687e+03
3.49295e+07,1.79006e+04,5.83098e+03
3.50723e+07,1.78362e+04,5.86567e+03
3.52144e+07,1.77723e+04,5.90106e+03
3.53573e+07,1.77094e+04,5.93751e+03
3.55005e+07,1.76477e+04,5.97512e+03
3.56451e+07,1.75880e+04,6.01439e+03
3.57920e+07,1.75312e+04,6.05590e+03
3.59422e+07,1.74793e+04,6.10058e+03
3.60968e+07,1.74362e+04,6.14964e+03
3.62541e+07,1.74076e+04,6.20385e+03
3.64025e+07,1.74072e+04,6.26166e+03
3.65251e+07,1.74347e+04,6.31677e+03
3.66149e+07,1.74842e+04,6.36452e+03
3.66790e+07,1.75457e+04,6.40547e+03
3.67277e+07,1.76130e+04,6.44220e+03
3.67656e+07,1.76839e+04,6.47611e+03
3.67959e+07,1.77570e+04,6.50839e+03
3.68206e+07,1.78316e+04,6.53978e+03
3.68404e+07,1.79074e+04,6.57061e+03
3.68571e+07,1.79839e+04,6.60142e+03
3.68714e+07,1.80608e+04,6.63259e+03
3.68835e+07,1.81379e+04,6.66448e+03
3.68940e+07,1.82152e+04,6.69728e+03
3.69030e+07,1.82922e+04,6.73119e+03
3.69108e+07,1.83691e+04,6.76651e+03
3.69176e+07,1.84454e+04,6.80332e+03
3.69235e+07,1.85209e+04,6.84195e+03
3.69286e+07,1.85953e+04,6.88225e+03
3.69331e+07,1.86685e+04,6.92463e+03
3.69370e+07,1.87397e+04,6.96876e+03
3.69405e+07,1.88088e+04,7.01426e+03
3.69435e+07,1.88751e+04,7.06076e+03
3.69462e+07,1.89384e+04,7.10795e+03
3.69485e+07,1.89973e+04,7.15453e+03
3.69505e+07,1.90514e+04,7.19926e+03
3.69523e+07,1.90991e+04,7.24020e+03
3.69539e+07,1.91394e+04,7.27554e+03
3.69553e+07,1.91714e+04,7.30335e+03
3.69565e+07,1.91934e+04,7.32063e+03
3.69575e+07,1.92050e+04,7.32607e+03
3.69585e+07,1.92061e+04,7.31891e+03
3.69593e+07,1.91994e+04,7.30244e+03
3.69601e+07,1.91856e+04,7.27868e+03
3.69609e+07,1.91510e+04,7.22768e+03
3.69617e+07,1.91055e+04,7.16481e+03
3.69625e+07,1.90532e+04,7.09772e+03
3.69632e+07,1.89959e+04,7.03014e+03
3.69639e+07,1.89346e+04,6.96445e+03
3.69646e+07,1.88701e+04,6.90218e+03
3.69653e+07,1.88030e+04,6.84379e+03
3.69660e+07,1.87326e+04,6.79241e+03
3.69667e+07,1.86607e+04,6.74578e+03
3.69675e+07,1.85873e+04,6.70449e+03
3.69693e+07,1.83973e+04,6.63744e+03
3.69711e+07,1.82020e+04,6.61883e+03
3.69729e+07,1.80070e+04,6.64472e+03
3.69748e+07,1.78148e+04,6.70673e+03
3.69766e+07,1.76262e+04,6.79156e+03
3.69785e+07,1.74403e+04,6.88811e+03
3.69804e+07,1.72554e+04,6.98701e+03
3.69823e+07,1.70710e+04,7.08257e+03
3.69843e+07,1.68862e+04,7.17036e+03
3.69864e+07,1.67014e+04,7.24909e+03
3.69884e+07,1.65169e+04,7.31904e+03
3.69905e+07,1.63328e+04,7.38075e+03
3.69926e+07,1.61496e+04,7.43523e+03
3.69947e+07,1.59672e+04,7.48288e+03
3.69968e+07,1.57858e+04,7.52430e+03
3.69990e+07,1.56057e+04,7.56033e+03
3.70011e+07,1.54268e+04,7.59144e+03
3.70032e+07,1.52492e+04,7.61837e+03
3.70052e+07,1.50732e+04,7.64206e+03
3.70073e+07,1.48986e+04,7.66225e+03
3.70093e+07,1.47255e+04,7.67868e+03
3.70113e+07,1.45539e+04,7.69082e+03
3.70133e+07,1.43839e+04,7.70030e+03
3.70153e+07,1.42155e+04,7.70656e+03
3.70172e+07,1.40486e+04,7.70995e+03
3.70190e+07,1.38834e+04,7.71069e+03
3.70209e+07,1.37198e+04,7.70951e+03
3.70227e+07,1.35579e+04,7.70551e+03
3.70245e+07,1.33975e+04,7.69950e+03
3.70262e+07,1.32389e+04,7.69150e+03
3.70279e+07,1.30818e+04,7.68151e+03
3.70295e+07,1.29263e+04,7.66948e+03
3.70311e+07,1.27725e+04,7.65573e+03
3.70327e+07,1.26203e+04,7.64058e+03
3.70342e+07,1.24699e+04,7.62368e+03
3.70357e+07,1.23211e+04,7.60503e+03
3.70372e+07,1.21740e+04,7.58470e+03
3.70386e+07,1.20285e+04,7.56296e+03
3.70400e+07,1.18846e+04,7.54001e+03
3.70413e+07,1.17423e+04,7.51571e+03
3.70427e+07,1.16017e+04,7.49034e+03
3.70439e+07,1.14626e+04,7.46380e+03
3.70452e+07,1.13252e+04,7.43743e+03
3.70464e+07,1.11893e+04,7.40975e+03
3.70476e+07,1.10550e+04,7.38026e+03
3.70487e+07,1.09222e+04,7.34956e+03
3.70499e+07,1.07911e+04,7.31747e+03
3.70509e+07,1.06614e+04,7.28531e+03
3.70520e+07,1.05332e+04,7.25202e+03
3.70530e+07,1.04066e+04,7.21783e+03
3.70541e+07,1.02815e+04,7.18291e+03
3.70550e+07,1.01578e+04,7.14749e+03
3.70560e+07,1.00356e+04,7.11147e+03
3.70569e+07,9.91484e+03,7.07485e+03
3.70578e+07,9.79553e+03,7.03769e+03
3.70587e+07,9.67763e+03,6.99997e+03
3.70596e+07,9.56114e+03,6.96171e+03
3.70604e+07,9.44605e+03,6.92291e+03
3.70613e+07,9.33233e+03,6.88367e+03
3.70621e+07,9.21997e+03,6.84398e+03
3.70628e+07,9.10897e+03,6.80380e+03
3.70636e+07,8.99930e+03,6.76330e+03
3.70643e+07,8.89094e+03,6.72255e+03
3.70651e+07,8.78388e+03,6.68148e+03
3.70658e+07,8.67811e+03,6.64022e+03
3.70665e+07,8.57361e+03,6.59875e+03
3.70671e+07,8.47037e+03,6.55709e+03
3.70678e+07,8.36836e+03,6.51541e+03
3.70684e+07,8.26756e+03,6.47380e+03
3.70691e+07,8.16799e+03,6.43200e+03
3.70697e+07,8.06961e+03,6.38999e+03
3.70703e+07,7.97243e+03,6.34788e+03
3.70709e+07,7.87641e+03,6.30570e+03
3.70714e+07,7.78155e+03,6.26350e+03
3.70720e+07,7.68782e+03,6.22129e+03
3.70725e+07,7.59523e+03,6.17908e+03
3.70730e+07,7.50375e+03,6.13690e+03
3.70735e+07,7.41338e+03,6.09478e+03
3.70740e+07,7.32409e+03,6.05268e+03
3.70745e+07,7.23588e+03,6.01065e+03
3.70750e+07,7.14874e+03,5.96876e+03
3.70754e+07,7.06264e+03,5.92681e+03
3.70759e+07,6.97758e+03,5.88501e+03
3.70763e+07,6.89355e+03,5.84323e+03
3.70767e+07,6.81054e+03,5.80155e+03
3.70772e+07,6.72853e+03,5.75985e+03
3.70776e+07,6.64751e+03,5.71812e+03
3.70779e+07,6.56748e+03,5.67647e+03
3.70783e+07,6.48842e+03,5.63493e+03
3.70787e+07,6.41031e+03,5.59338e+03
3.70791e+07,6.33315e+03,5.55188e+03
3.70794e+07,6.25693e+03,5.51028e+03
3.70798e+07,6.18164e+03,5.46863e+03
3.70801e+07,6.10726e+03,5.42694e+03
3.70804e+07,6.03380e+03,5.38509e+03
3.70807e+07,5.96124e+03,5.34307e+03
3.70811e+07,5.88957e+03,5.30100e+03
3.70814e+07,5.81879e+03,5.25872e+03
3.70817e+07,5.74887e+03,5.21634e+03
3.70819e+07,5.67981e+03,5.17381e+03
3.70822e+07,5.61161e+03,5.13098e+03
3.70825e+07,5.54425e+03,5.08784e+03
3.70828e+07,5.47775e+03,5.04422e+03
3.70830e+07,5.41208e+03,5.00008e+03
3.70833e+07,5.34725e+03,4.95530e+03
3.70836e+07,5.28324e+03,4.90993e+03
3.70838e+07,5.22007e+03,4.86378e+03
3.70841e+07,5.15773e+03,4.81643e+03
3.70843e+07,5.09623e+03,4.76788e+03
3.70846e+07,5.03560e+03,4.71739e+03
3.70848e+07,4.97592e+03,4.66388e+03
3.70851e+07,4.91732e+03,4.60543e+03
3.70853e+07,4.85993e+03,4.54101e+03
3.70856e+07,4.80396e+03,4.46889e+03
3.70860e+07,4.74960e+03,4.38837e+03
3.70863e+07,4.69708e+03,4.29897e+03
3.70867e+07,4.64685e+03,4.19932e+03
3.70873e+07,4.60136e+03,4.08063e+03
3.70879e+07,4.56085e+03,3.94519e+03
3.70886e+07,4.52152e+03,3.81142e+03
3.70892e+07,4.48142e+03,3.68611e+03
3.70900e+07,4.43769e+03,3.58082e+03
3.70908e+07,4.38727e+03,3.52447e+03
3.70916e+07,4.33559e+03,3.55513e+03
3.70922e+07,4.29222e+03,3.65416e+03
3.70926e+07,4.25628e+03,3.78638e+03
3.70930e+07,4.22522e+03,3.93803e+03
