# age (yr),T_eff (K),L (L_sun)
2.46746e+05,4.88151e+03,1.64861e+01
2.59172e+05,4.88830e+03,1.59024e+01
2.72229e+05,4.89497e+03,1.53423e+01
2.85960e+05,4.90224e+03,1.48123e+01
3.00385e+05,4.90869e+03,1.42951e+01
3.15562e+05,4.91663e+03,1.38148e+01
3.31481e+05,4.92288e+03,1.33361e+01
3.48183e+05,4.92778e+03,1.28643e+01
3.65779e+05,4.93455e+03,1.24294e+01
3.84256e+05,4.94040e+03,1.20035e+01
4.03666e+05,4.94612e+03,1.15938e+01
4.24066e+05,4.95212e+03,1.12030e+01
4.45506e+05,4.95764e+03,1.08239e+01
4.68030e+05,4.96321e+03,1.04605e+01
4.91697e+05,4.96869e+03,1.01111e+01
5.16584e+05,4.97425e+03,9.77644e+00
5.42716e+05,4.97949e+03,9.45297e+00
5.70205e+05,4.98513e+03,9.14530e+00
5.99072e+05,4.99018e+03,8.84612e+00
6.29431e+05,4.99592e+03,8.56355e+00
6.61334e+05,5.00121e+03,8.28959e+00
6.94848e+05,5.00639e+03,8.02606e+00
7.30096e+05,5.01159e+03,7.77359e+00
7.67122e+05,5.01675e+03,7.53133e+00
8.06092e+05,5.02254e+03,7.30259e+00
8.47016e+05,5.02790e+03,7.08103e+00
8.90068e+05,5.03348e+03,6.87001e+00
9.35332e+05,5.03956e+03,6.67031e+00
9.82914e+05,5.04547e+03,6.47834e+00
1.03296e+06,5.05166e+03,6.29599e+00
1.08557e+06,5.05853e+03,6.12472e+00
1.14094e+06,5.06536e+03,5.96092e+00
1.19917e+06,5.07310e+03,5.80850e+00
1.26038e+06,5.08074e+03,5.66269e+00
1.32484e+06,5.08967e+03,5.52931e+00
1.39259e+06,5.09879e+03,5.40330e+00
1.46385e+06,5.10862e+03,5.28667e+00
1.53886e+06,5.11903e+03,5.17892e+00
1.61776e+06,5.13033e+03,5.08109e+00
1.70075e+06,5.14260e+03,4.99343e+00
1.78802e+06,5.15636e+03,4.91792e+00
1.87980e+06,5.17110e+03,4.85269e+00
1.97635e+06,5.18732e+03,4.79992e+00
2.07782e+06,5.20506e+03,4.76032e+00
2.18442e+06,5.22450e+03,4.73522e+00
2.29630e+06,5.24591e+03,4.72593e+00
2.41352e+06,5.27027e+03,4.73775e+00
2.53630e+06,5.29633e+03,4.76776e+00
2.66469e+06,5.32512e+03,4.82275e+00
2.79838e+06,5.35701e+03,4.90729e+00
2.93706e+06,5.39205e+03,5.02635e+00
3.08021e+06,5.43045e+03,5.18743e+00
3.22677e+06,5.47265e+03,5.40127e+00
3.37513e+06,5.51895e+03,5.67978e+00
3.52351e+06,5.56903e+03,6.03589e+00
3.66964e+06,5.62282e+03,6.48397e+00
3.81140e+06,5.68069e+03,7.03592e+00
3.94917e+06,5.74173e+03,7.69237e+00
4.08474e+06,5.80632e+03,8.44610e+00
4.22110e+06,5.87510e+03,9.28332e+00
4.35966e+06,5.94940e+03,1.01959e+01
4.50002e+06,6.03092e+03,1.11838e+01
4.64091e+06,6.12126e+03,1.22514e+01
4.78074e+06,6.22274e+03,1.33989e+01
4.91786e+06,6.33787e+03,1.46190e+01
5.04959e+06,6.47110e+03,1.58858e+01
5.17369e+06,6.62531e+03,1.71605e+01
5.28449e+06,6.80625e+03,1.83646e+01
5.38588e+06,7.00644e+03,1.95107e+01
5.48241e+06,7.22061e+03,2.06248e+01
5.57853e+06,7.44504e+03,2.17361e+01
5.67612e+06,7.67970e+03,2.28265e+01
5.77708e+06,7.92514e+03,2.38570e+01
5.88503e+06,8.18212e+03,2.47454e+01
6.00852e+06,8.44974e+03,2.52757e+01
6.17473e+06,8.68697e+03,2.44161e+01
6.33221e+06,8.70694e+03,2.17218e+01
6.33978e+06,8.43568e+03,2.02479e+01
6.44034e+06,8.38948e+03,1.89983e+01
6.58776e+06,8.29437e+03,1.68284e+01
6.77902e+06,8.19274e+03,1.50965e+01
7.09736e+06,8.20824e+03,1.47697e+01
7.36553e+06,8.35931e+03,1.57293e+01
7.58676e+06,8.54761e+03,1.69273e+01
7.78875e+06,8.75610e+03,1.82106e+01
8.00654e+06,8.97703e+03,1.94077e+01
8.30516e+06,9.18568e+03,1.99756e+01
8.69402e+06,9.27002e+03,1.91174e+01
9.09272e+06,9.23652e+03,1.78637e+01
9.34347e+06,9.21016e+03,1.73829e+01
9.61366e+06,9.19315e+03,1.71178e+01
9.89720e+06,9.18599e+03,1.70062e+01
1.01902e+07,9.18454e+03,1.69681e+01
1.04920e+07,9.18558e+03,1.69582e+01
1.08019e+07,9.18749e+03,1.69565e+01
1.11217e+07,9.18955e+03,1.69554e+01
1.14527e+07,9.19131e+03,1.69521e+01
1.17893e+07,9.19293e+03,1.69480e+01
1.21413e+07,9.19424e+03,1.69431e+01
1.24987e+07,9.19545e+03,1.69382e+01
1.28717e+07,9.19639e+03,1.69333e+01
1.32483e+07,9.19733e+03,1.69287e+01
1.36466e+07,9.19823e+03,1.69257e+01
1.40449e+07,9.19912e+03,1.69227e+01
1.44664e+07,9.19993e+03,1.69206e+01
1.48951e+07,9.20071e+03,1.69188e+01
1.53278e+07,9.20146e+03,1.69170e+01
1.57928e+07,9.20201e+03,1.69158e+01
1.62578e+07,9.20256e+03,1.69145e+01
1.67307e+07,9.20310e+03,1.69134e+01
1.72394e+07,9.20357e+03,1.69134e+01
1.77481e+07,9.20404e+03,1.69133e+01
1.82568e+07,9.20450e+03,1.69133e+01
1.88158e+07,9.20487e+03,1.69142e+01
1.93769e+07,9.20522e+03,1.69152e+01
1.99380e+07,9.20558e+03,1.69162e+01
2.05281e+07,9.20589e+03,1.69176e+01
2.11520e+07,9.20615e+03,1.69195e+01
2.17759e+07,9.20640e+03,1.69214e+01
2.23999e+07,9.20665e+03,1.69233e+01
2.30753e+07,9.20682e+03,1.69257e+01
2.37747e+07,9.20694e+03,1.69284e+01
2.44741e+07,9.20707e+03,1.69312e+01
2.51734e+07,9.20719e+03,1.69339e+01
2.59306e+07,9.20723e+03,1.69372e+01
2.67205e+07,9.20721e+03,1.69410e+01
2.75103e+07,9.20720e+03,1.69447e+01
2.83002e+07,9.20719e+03,1.69484e+01
2.91272e+07,9.20711e+03,1.69524e+01
3.00256e+07,9.20689e+03,1.69568e+01
3.09241e+07,9.20668e+03,1.69612e+01
3.18225e+07,9.20647e+03,1.69657e+01
3.27210e+07,9.20626e+03,1.69701e+01
3.37248e+07,9.20588e+03,1.69753e+01
3.47535e+07,9.20547e+03,1.69806e+01
3.57823e+07,9.20505e+03,1.69859e+01
3.68110e+07,9.20463e+03,1.69912e+01
3.78488e+07,9.20420e+03,1.69966e+01
3.90339e+07,9.20355e+03,1.70029e+01
4.02190e+07,9.20289e+03,1.70093e+01
4.14041e+07,9.20223e+03,1.70156e+01
4.25892e+07,9.20158e+03,1.70220e+01
4.37947e+07,9.20090e+03,1.70285e+01
4.51674e+07,9.20004e+03,1.70362e+01
4.65401e+07,9.19919e+03,1.70439e+01
4.79128e+07,9.19833e+03,1.70516e+01
4.92855e+07,9.19748e+03,1.70593e+01
5.06582e+07,9.19663e+03,1.70670e+01
5.22519e+07,9.19546e+03,1.70760e+01
5.38497e+07,9.19429e+03,1.70851e+01
5.54475e+07,9.19312e+03,1.70942e+01
5.70454e+07,9.19195e+03,1.71032e+01
5.86432e+07,9.19078e+03,1.71123e+01
6.04289e+07,9.18935e+03,1.71225e+01
6.22969e+07,9.18779e+03,1.71332e+01
6.41648e+07,9.18624e+03,1.71439e+01
6.60328e+07,9.18469e+03,1.71546e+01
6.79007e+07,9.18313e+03,1.71653e+01
6.98562e+07,9.18151e+03,1.71767e+01
7.20482e+07,9.17969e+03,1.71898e+01
7.42403e+07,9.17787e+03,1.72030e+01
7.64324e+07,9.17605e+03,1.72162e+01
7.86244e+07,9.17423e+03,1.72294e+01
8.08165e+07,9.17241e+03,1.72427e+01
8.32853e+07,9.17001e+03,1.72565e+01
8.58608e+07,9.16740e+03,1.72705e+01
8.84363e+07,9.16479e+03,1.72846e+01
9.10117e+07,9.16218e+03,1.72986e+01
9.35872e+07,9.15957e+03,1.73127e+01
9.62515e+07,9.15692e+03,1.73278e+01
9.92533e+07,9.15412e+03,1.73468e+01
1.02255e+08,9.15132e+03,1.73657e+01
1.05257e+08,9.14853e+03,1.73847e+01
1.08259e+08,9.14573e+03,1.74037e+01
1.11348e+08,9.14277e+03,1.74230e+01
1.14791e+08,9.13913e+03,1.74430e+01
1.18234e+08,9.13549e+03,1.74632e+01
1.21678e+08,9.13185e+03,1.74833e+01
1.25121e+08,9.12821e+03,1.75035e+01
1.28908e+08,9.12451e+03,1.75293e+01
1.32795e+08,9.12079e+03,1.75568e+01
1.36682e+08,9.11707e+03,1.75844e+01
1.40569e+08,9.11336e+03,1.76120e+01
1.44837e+08,9.10889e+03,1.76402e+01
1.49165e+08,9.10431e+03,1.76685e+01
1.53493e+08,9.09973e+03,1.76969e+01
1.57990e+08,9.09495e+03,1.77266e+01
1.62753e+08,9.08986e+03,1.77585e+01
1.67517e+08,9.08477e+03,1.77904e+01
1.72396e+08,9.07954e+03,1.78233e+01
1.77589e+08,9.07391e+03,1.78589e+01
1.82782e+08,9.06829e+03,1.78945e+01
1.88165e+08,9.06244e+03,1.79318e+01
1.93782e+08,9.05629e+03,1.79711e+01
1.99399e+08,9.05016e+03,1.80105e+01
2.05379e+08,9.04360e+03,1.80532e+01
2.11415e+08,9.03698e+03,1.80964e+01
2.17657e+08,9.02997e+03,1.81413e+01
2.24106e+08,9.02258e+03,1.81878e+01
2.30678e+08,9.01503e+03,1.82356e+01
2.37537e+08,9.00712e+03,1.82861e+01
2.44499e+08,8.99916e+03,1.83379e+01
2.51763e+08,8.99104e+03,1.83932e+01
2.59167e+08,8.98267e+03,1.84498e+01
2.66829e+08,8.97382e+03,1.85088e+01
2.74713e+08,8.96453e+03,1.85698e+01
2.82772e+08,8.95490e+03,1.86325e+01
2.91170e+08,8.94471e+03,1.86986e+01
2.99726e+08,8.93431e+03,1.87665e+01
3.08565e+08,8.92351e+03,1.88375e+01
3.17694e+08,8.91228e+03,1.89116e+01
3.27042e+08,8.90075e+03,1.89881e+01
3.36640e+08,8.88884e+03,1.90675e+01
3.46604e+08,8.87631e+03,1.91509e+01
3.56829e+08,8.86341e+03,1.92374e+01
3.67333e+08,8.84993e+03,1.93269e+01
3.78134e+08,8.83577e+03,1.94197e+01
3.89247e+08,8.82111e+03,1.95166e+01
4.00686e+08,8.80590e+03,1.96176e+01
4.12463e+08,8.78992e+03,1.97227e+01
4.24585e+08,8.77296e+03,1.98315e+01
4.37061e+08,8.75529e+03,1.99450e+01
4.49901e+08,8.73685e+03,2.00635e+01
4.63107e+08,8.71750e+03,2.01871e+01
4.76684e+08,8.69726e+03,2.03159e+01
4.90632e+08,8.67587e+03,2.04495e+01
5.04954e+08,8.65328e+03,2.05886e+01
5.19723e+08,8.62936e+03,2.07340e+01
5.34875e+08,8.60426e+03,2.08853e+01
5.50447e+08,8.57744e+03,2.10426e+01
5.66432e+08,8.54887e+03,2.12061e+01
5.82860e+08,8.51840e+03,2.13763e+01
5.99711e+08,8.48617e+03,2.15537e+01
6.16992e+08,8.45164e+03,2.17374e+01
6.34714e+08,8.41479e+03,2.19285e+01
6.52878e+08,8.37555e+03,2.21277e+01
6.71471e+08,8.33349e+03,2.23336e+01
6.90491e+08,8.28875e+03,2.25446e+01
7.09933e+08,8.24080e+03,2.27601e+01
7.29769e+08,8.18958e+03,2.29799e+01
7.36231e+08,8.17243e+03,2.30517e+01
7.42733e+08,8.15494e+03,2.31240e+01
7.49268e+08,8.13699e+03,2.31964e+01
7.55838e+08,8.11864e+03,2.32692e+01
7.62390e+08,8.09840e+03,2.33203e+01
7.69011e+08,8.07887e+03,2.33863e+01
7.75699e+08,8.05979e+03,2.34649e+01
7.82403e+08,8.03985e+03,2.35391e+01
7.89135e+08,8.01943e+03,2.36133e+01
7.95919e+08,7.99964e+03,2.37044e+01
8.02715e+08,7.97876e+03,2.37860e+01
8.09458e+08,7.95554e+03,2.38394e+01
8.16270e+08,7.93295e+03,2.39110e+01
8.23112e+08,7.91007e+03,2.39856e+01
8.29974e+08,7.88684e+03,2.40628e+01
8.36843e+08,7.86309e+03,2.41405e+01
8.43712e+08,7.83857e+03,2.42132e+01
8.50578e+08,7.81340e+03,2.42843e+01
8.57448e+08,7.78771e+03,2.43562e+01
8.64321e+08,7.76176e+03,2.44343e+01
8.71165e+08,7.73474e+03,2.44987e+01
8.78011e+08,7.70751e+03,2.45725e+01
8.84821e+08,7.67928e+03,2.46343e+01
8.91632e+08,7.65081e+03,2.47018e+01
8.98411e+08,7.62167e+03,2.47666e+01
9.05178e+08,7.59235e+03,2.48389e+01
9.11884e+08,7.56199e+03,2.48980e+01
9.18562e+08,7.53120e+03,2.49568e+01
9.25197e+08,7.49979e+03,2.50094e+01
9.31835e+08,7.46860e+03,2.50786e+01
9.38416e+08,7.43659e+03,2.51347e+01
9.44957e+08,7.40416e+03,2.51886e+01
9.51461e+08,7.37140e+03,2.52411e+01
9.57930e+08,7.33828e+03,2.52894e+01
9.64370e+08,7.30502e+03,2.53421e+01
9.70772e+08,7.27144e+03,2.53907e+01
9.77130e+08,7.23761e+03,2.54379e+01
9.83466e+08,7.20366e+03,2.54847e+01
9.89785e+08,7.16964e+03,2.55314e+01
9.96087e+08,7.13559e+03,2.55785e+01
1.00239e+09,7.10161e+03,2.56271e+01
1.00870e+09,7.06781e+03,2.56782e+01
1.01505e+09,7.03441e+03,2.57342e+01
1.02149e+09,7.00164e+03,2.57976e+01
1.02803e+09,6.96983e+03,2.58720e+01
1.03477e+09,6.93977e+03,2.59653e+01
1.04181e+09,6.91295e+03,2.60907e+01
1.04921e+09,6.89315e+03,2.62742e+01
1.05654e+09,6.88828e+03,2.65466e+01
1.06240e+09,6.90371e+03,2.68855e+01
1.06616e+09,6.93297e+03,2.72261e+01
1.06876e+09,6.96735e+03,2.75533e+01
1.07062e+09,7.00439e+03,2.78701e+01
1.07200e+09,7.04291e+03,2.81815e+01
1.07309e+09,7.08233e+03,2.84910e+01
1.07396e+09,7.12235e+03,2.88018e+01
1.07466e+09,7.16279e+03,2.91157e+01
1.07524e+09,7.20351e+03,2.94345e+01
1.07572e+09,7.24442e+03,2.97604e+01
1.07612e+09,7.28539e+03,3.00942e+01
1.07646e+09,7.32634e+03,3.04387e+01
1.07675e+09,7.36727e+03,3.07938e+01
1.07700e+09,7.40804e+03,3.11571e+01
1.07721e+09,7.44858e+03,3.15349e+01
1.07739e+09,7.48884e+03,3.19230e+01
1.07755e+09,7.52865e+03,3.23237e+01
1.07768e+09,7.56788e+03,3.27383e+01
1.07780e+09,7.60639e+03,3.31628e+01
1.07791e+09,7.64390e+03,3.35933e+01
1.07801e+09,7.68005e+03,3.40299e+01
1.07809e+09,7.71427e+03,3.44562e+01
1.07817e+09,7.74588e+03,3.48598e+01
1.07824e+09,7.77337e+03,3.52102e+01
1.07830e+09,7.79452e+03,3.54608e+01
1.07836e+09,7.80587e+03,3.55370e+01
1.07841e+09,7.80627e+03,3.54185e+01
1.07845e+09,7.79776e+03,3.51441e+01
1.07849e+09,7.78036e+03,3.47106e+01
1.07853e+09,7.75612e+03,3.41875e+01
1.07858e+09,7.72731e+03,3.36476e+01
1.07862e+09,7.69500e+03,3.31371e+01
1.07866e+09,7.65950e+03,3.26897e+01
1.07871e+09,7.62046e+03,3.23575e+01
1.07876e+09,7.57917e+03,3.21938e+01
1.07883e+09,7.53771e+03,3.22619e+01
1.07890e+09,7.49880e+03,3.25249e+01
1.07898e+09,7.46251e+03,3.28973e+01
1.07907e+09,7.42690e+03,3.32887e+01
1.07917e+09,7.39055e+03,3.36489e+01
1.07929e+09,7.35302e+03,3.39537e+01
1.07942e+09,7.31458e+03,3.42037e+01
1.07957e+09,7.27541e+03,3.44025e+01
1.07975e+09,7.23595e+03,3.45655e+01
1.07994e+09,7.19634e+03,3.46979e+01
1.08016e+09,7.15662e+03,3.48021e+01
1.08041e+09,7.11701e+03,3.48812e+01
1.08068e+09,7.07729e+03,3.49369e+01
1.08098e+09,7.03757e+03,3.49738e+01
1.08130e+09,6.99801e+03,3.49950e+01
1.08164e+09,6.95839e+03,3.50032e+01
1.08201e+09,6.91888e+03,3.50054e+01
1.08264e+09,6.85464e+03,3.49744e+01
1.08329e+09,6.79060e+03,3.49255e+01
1.08396e+09,6.72673e+03,3.48573e+01
1.08462e+09,6.66303e+03,3.47663e+01
1.08528e+09,6.59970e+03,3.46558e+01
1.08592e+09,6.53691e+03,3.45217e+01
1.08655e+09,6.47477e+03,3.43636e+01
1.08716e+09,6.41326e+03,3.41810e+01
1.08775e+09,6.35235e+03,3.39692e+01
1.08832e+09,6.29228e+03,3.37248e+01
1.08889e+09,6.23346e+03,3.34415e+01
1.08946e+09,6.17656e+03,3.31011e+01
1.09004e+09,6.12184e+03,3.26999e+01
1.09060e+09,6.06885e+03,3.22450e+01
1.09114e+09,6.01766e+03,3.17290e+01
1.09165e+09,5.96822e+03,3.11542e+01
1.09215e+09,5.92064e+03,3.05291e+01
1.09261e+09,5.87520e+03,2.98503e+01
1.09305e+09,5.83170e+03,2.91270e+01
1.09346e+09,5.79009e+03,2.83718e+01
1.09384e+09,5.75012e+03,2.75952e+01
1.09420e+09,5.71196e+03,2.68001e+01
1.09454e+09,5.67545e+03,2.59934e+01
1.09485e+09,5.64033e+03,2.51841e+01
1.09515e+09,5.60675e+03,2.43750e+01
1.09543e+09,5.57408e+03,2.35781e+01
1.09571e+09,5.54235e+03,2.27953e+01
1.09597e+09,5.51122e+03,2.20323e+01
1.09623e+09,5.48046e+03,2.12920e+01
1.09649e+09,5.44973e+03,2.05784e+01
1.09676e+09,5.41850e+03,1.98973e+01
1.09703e+09,5.38639e+03,1.92535e+01
1.09732e+09,5.35257e+03,1.86584e+01
1.09763e+09,5.31640e+03,1.81249e+01
1.09799e+09,5.27635e+03,1.76946e+01
1.09842e+09,5.23161e+03,1.74520e+01
1.09890e+09,5.18616e+03,1.75255e+01
1.09936e+09,5.14774e+03,1.79005e+01
1.09977e+09,5.11735e+03,1.84470e+01
1.10016e+09,5.09247e+03,1.90878e+01
1.10052e+09,5.07149e+03,1.97926e+01
1.10089e+09,5.05291e+03,2.05453e+01
1.10125e+09,5.03619e+03,2.13424e+01
1.10161e+09,5.02042e+03,2.21794e+01
1.10197e+09,5.00569e+03,2.30583e+01
1.10233e+09,4.99156e+03,2.39773e+01
1.10269e+09,4.97836e+03,2.49415e+01
1.10305e+09,4.96523e+03,2.59467e+01
1.10342e+09,4.95265e+03,2.69966e+01
1.10380e+09,4.94006e+03,2.80891e+01
1.10418e+09,4.92759e+03,2.92278e+01
1.10456e+09,4.91526e+03,3.04161e+01
1.10493e+09,4.90306e+03,3.16568e+01
1.10531e+09,4.89100e+03,3.29506e+01
1.10569e+09,4.87872e+03,3.42990e+01
1.10607e+09,4.86662e+03,3.57047e+01
1.10644e+09,4.85439e+03,3.71700e+01
1.10683e+09,4.84226e+03,3.86955e+01
1.10721e+09,4.83032e+03,4.02873e+01
1.10760e+09,4.81829e+03,4.19452e+01
1.10801e+09,4.80612e+03,4.36666e+01
1.10841e+09,4.79416e+03,4.54620e+01
1.10880e+09,4.78220e+03,4.73357e+01
1.10920e+09,4.77026e+03,4.92879e+01
1.10961e+09,4.75784e+03,5.13144e+01
1.11001e+09,4.74606e+03,5.34324e+01
1.11042e+09,4.73368e+03,5.56345e+01
1.11083e+09,4.72131e+03,5.79241e+01
1.11123e+09,4.70908e+03,6.03164e+01
1.11164e+09,4.69646e+03,6.28023e+01
1.11204e+09,4.68384e+03,6.53948e+01
1.11244e+09,4.67138e+03,6.80933e+01
1.11285e+09,4.65850e+03,7.08961e+01
1.11325e+09,4.64598e+03,7.38253e+01
1.11367e+09,4.63331e+03,7.68688e+01
1.11408e+09,4.62045e+03,8.00320e+01
1.11449e+09,4.60752e+03,8.33341e+01
1.11489e+09,4.59441e+03,8.67684e+01
1.11530e+09,4.58137e+03,9.03418e+01
1.11571e+09,4.56825e+03,9.40622e+01
1.11612e+09,4.55508e+03,9.79381e+01
1.11652e+09,4.54149e+03,1.01965e+02
1.11693e+09,4.52842e+03,1.06169e+02
1.11734e+09,4.51497e+03,1.10535e+02
1.11775e+09,4.50170e+03,1.15083e+02
1.11816e+09,4.48831e+03,1.19817e+02
1.11857e+09,4.47499e+03,1.24745e+02
1.11899e+09,4.46132e+03,1.29860e+02
1.11941e+09,4.44812e+03,1.35195e+02
1.11985e+09,4.43469e+03,1.40732e+02
1.12031e+09,4.42111e+03,1.46470e+02
1.12080e+09,4.40781e+03,1.52419e+02
1.12135e+09,4.39438e+03,1.58551e+02
1.12211e+09,4.38189e+03,1.64673e+02
1.12338e+09,4.38372e+03,1.64150e+02
1.12384e+09,4.39775e+03,1.57738e+02
1.12413e+09,4.41204e+03,1.51474e+02
1.12437e+09,4.42606e+03,1.45423e+02
1.12460e+09,4.43993e+03,1.39594e+02
1.12481e+09,4.45413e+03,1.34010e+02
1.12504e+09,4.46838e+03,1.28649e+02
1.12527e+09,4.48249e+03,1.23498e+02
1.12553e+09,4.49612e+03,1.18537e+02
1.12585e+09,4.51084e+03,1.13825e+02
1.12638e+09,4.52458e+03,1.09327e+02
1.12779e+09,4.52218e+03,1.10491e+02
1.12853e+09,4.50933e+03,1.15036e+02
1.12913e+09,4.49569e+03,1.19795e+02
1.12968e+09,4.48212e+03,1.24771e+02
1.13020e+09,4.46866e+03,1.29967e+02
1.13070e+09,4.45517e+03,1.35381e+02
1.13120e+09,4.44136e+03,1.41009e+02
1.13170e+09,4.42766e+03,1.46873e+02
1.13219e+09,4.41377e+03,1.52976e+02
1.13270e+09,4.40005e+03,1.59333e+02
1.13317e+09,4.38607e+03,1.65948e+02
1.13365e+09,4.37224e+03,1.72843e+02
1.13412e+09,4.35829e+03,1.80018e+02
1.13459e+09,4.34440e+03,1.87491e+02
1.13505e+09,4.33033e+03,1.95264e+02
1.13550e+09,4.31626e+03,2.03358e+02
1.13595e+09,4.30229e+03,2.11794e+02
1.13639e+09,4.28826e+03,2.20575e+02
1.13682e+09,4.27423e+03,2.29713e+02
1.13724e+09,4.26002e+03,2.39213e+02
1.13765e+09,4.24608e+03,2.49130e+02
1.13805e+09,4.23183e+03,2.59422e+02
