# age (yr),T_eff (K),L (L_sun)
2.85508e+05,3.15742e+04,2.26206e+04
2.95008e+05,3.15662e+04,2.26283e+04
3.04807e+05,3.15567e+04,2.26380e+04
3.14938e+05,3.15483e+04,2.26512e+04
3.25420e+05,3.15403e+04,2.26632e+04
3.36220e+05,3.15343e+04,2.26739e+04
3.47420e+05,3.15253e+04,2.26819e+04
3.58950e+05,3.15160e+04,2.26954e+04
3.70904e+05,3.15087e+04,2.27072e+04
3.83230e+05,3.14994e+04,2.27208e+04
3.95968e+05,3.14912e+04,2.27352e+04
4.09143e+05,3.14839e+04,2.27484e+04
4.22747e+05,3.14742e+04,2.27608e+04
4.36798e+05,3.14658e+04,2.27774e+04
4.51316e+05,3.14571e+04,2.27930e+04
4.66320e+05,3.14488e+04,2.28091e+04
4.81825e+05,3.14400e+04,2.28225e+04
4.97849e+05,3.14314e+04,2.28421e+04
5.14407e+05,3.14241e+04,2.28589e+04
5.31514e+05,3.14151e+04,2.28761e+04
5.49182e+05,3.14053e+04,2.28970e+04
5.67435e+05,3.13966e+04,2.29180e+04
5.86312e+05,3.13889e+04,2.29367e+04
6.05794e+05,3.13791e+04,2.29595e+04
6.25947e+05,3.13702e+04,2.29820e+04
6.46754e+05,3.13631e+04,2.30044e+04
6.68258e+05,3.13542e+04,2.30252e+04
6.90481e+05,3.13452e+04,2.30530e+04
7.13439e+05,3.13361e+04,2.30751e+04
7.37157e+05,3.13260e+04,2.31051e+04
7.61665e+05,3.13161e+04,2.31333e+04
7.86989e+05,3.13077e+04,2.31609e+04
8.13150e+05,3.12986e+04,2.31935e+04
8.40184e+05,3.12915e+04,2.32234e+04
8.68122e+05,3.12805e+04,2.32561e+04
8.96978e+05,3.12720e+04,2.32885e+04
9.26804e+05,3.12614e+04,2.33217e+04
9.57616e+05,3.12510e+04,2.33601e+04
9.89451e+05,3.12410e+04,2.33946e+04
1.02234e+06,3.12310e+04,2.34351e+04
1.05633e+06,3.12203e+04,2.34753e+04
1.09145e+06,3.12113e+04,2.35179e+04
1.12773e+06,3.12004e+04,2.35589e+04
1.16522e+06,3.11892e+04,2.36047e+04
1.20395e+06,3.11769e+04,2.36496e+04
1.24397e+06,3.11636e+04,2.36968e+04
1.28532e+06,3.11505e+04,2.37459e+04
1.32804e+06,3.11372e+04,2.37958e+04
1.37218e+06,3.11240e+04,2.38502e+04
1.41779e+06,3.11107e+04,2.39054e+04
1.46491e+06,3.10973e+04,2.39629e+04
1.51360e+06,3.10838e+04,2.40227e+04
1.56390e+06,3.10702e+04,2.40850e+04
1.61588e+06,3.10564e+04,2.41499e+04
1.66957e+06,3.10426e+04,2.42173e+04
1.72505e+06,3.10284e+04,2.42852e+04
1.78237e+06,3.10143e+04,2.43607e+04
1.84160e+06,3.09997e+04,2.44359e+04
1.90279e+06,3.09852e+04,2.45164e+04
1.96601e+06,3.09703e+04,2.45990e+04
2.03132e+06,3.09551e+04,2.46851e+04
2.09880e+06,3.09395e+04,2.47741e+04
2.16852e+06,3.09237e+04,2.48686e+04
2.24055e+06,3.09075e+04,2.49663e+04
2.31496e+06,3.08909e+04,2.50681e+04
2.39184e+06,3.08738e+04,2.51743e+04
2.47126e+06,3.08562e+04,2.52840e+04
2.55331e+06,3.08382e+04,2.54010e+04
2.63807e+06,3.08196e+04,2.55218e+04
2.72564e+06,3.08003e+04,2.56481e+04
2.81610e+06,3.07803e+04,2.57800e+04
2.90956e+06,3.07602e+04,2.59161e+04
3.00608e+06,3.07379e+04,2.60621e+04
3.10580e+06,3.07154e+04,2.62129e+04
3.20880e+06,3.06918e+04,2.63708e+04
3.31519e+06,3.06672e+04,2.65357e+04
3.42508e+06,3.06414e+04,2.67094e+04
3.53858e+06,3.06143e+04,2.68907e+04
3.65581e+06,3.05856e+04,2.70803e+04
3.77689e+06,3.05555e+04,2.72788e+04
3.90192e+06,3.05238e+04,2.74871e+04
4.03104e+06,3.04902e+04,2.77052e+04
4.16438e+06,3.04546e+04,2.79342e+04
4.30205e+06,3.04168e+04,2.81746e+04
4.44419e+06,3.03766e+04,2.84272e+04
4.59093e+06,3.03336e+04,2.86927e+04
4.74241e+06,3.02876e+04,2.89722e+04
4.89875e+06,3.02384e+04,2.92665e+04
5.06011e+06,3.01856e+04,2.95750e+04
5.22657e+06,3.01285e+04,2.99043e+04
5.39830e+06,3.00670e+04,3.02501e+04
5.57542e+06,3.00005e+04,3.06157e+04
5.75805e+06,2.99284e+04,3.10027e+04
5.94627e+06,2.98500e+04,3.14129e+04
6.14021e+06,2.97646e+04,3.18477e+04
6.33991e+06,2.96715e+04,3.23094e+04
6.54543e+06,2.95694e+04,3.28004e+04
6.75677e+06,2.94575e+04,3.33233e+04
6.97389e+06,2.93345e+04,3.38809e+04
7.19669e+06,2.91989e+04,3.44758e+04
7.42497e+06,2.90493e+04,3.51114e+04
7.65863e+06,2.88851e+04,3.57861e+04
7.89741e+06,2.87053e+04,3.65000e+04
8.14083e+06,2.85081e+04,3.72564e+04
8.19558e+06,2.84617e+04,3.74308e+04
8.25051e+06,2.84142e+04,3.76075e+04
8.30561e+06,2.83657e+04,3.77865e+04
8.36089e+06,2.83163e+04,3.79678e+04
8.41632e+06,2.82658e+04,3.81512e+04
8.47191e+06,2.82142e+04,3.83370e+04
8.52761e+06,2.81615e+04,3.85252e+04
8.58343e+06,2.81076e+04,3.87159e+04
8.63936e+06,2.80526e+04,3.89090e+04
8.69537e+06,2.79965e+04,3.91043e+04
8.75144e+06,2.79391e+04,3.93023e+04
8.80758e+06,2.78805e+04,3.95025e+04
8.86374e+06,2.78207e+04,3.97053e+04
8.91993e+06,2.77596e+04,3.99103e+04
8.97610e+06,2.76971e+04,4.01178e+04
9.03225e+06,2.76335e+04,4.03278e+04
9.08835e+06,2.75684e+04,4.05401e+04
9.14439e+06,2.75020e+04,4.07547e+04
9.20031e+06,2.74343e+04,4.09717e+04
9.25613e+06,2.73652e+04,4.11909e+04
9.31181e+06,2.72947e+04,4.14125e+04
9.36732e+06,2.72229e+04,4.16363e+04
9.42262e+06,2.71496e+04,4.18623e+04
9.47769e+06,2.70749e+04,4.20904e+04
9.53254e+06,2.69989e+04,4.23205e+04
9.58708e+06,2.69214e+04,4.25527e+04
9.64131e+06,2.68425e+04,4.27866e+04
9.69519e+06,2.67622e+04,4.30224e+04
9.74873e+06,2.66806e+04,4.32600e+04
9.80186e+06,2.65976e+04,4.34994e+04
9.85462e+06,2.65133e+04,4.37398e+04
9.90677e+06,2.64274e+04,4.39817e+04
9.95871e+06,2.63408e+04,4.42252e+04
1.00100e+07,2.62526e+04,4.44703e+04
1.00608e+07,2.61632e+04,4.47158e+04
1.01112e+07,2.60728e+04,4.49625e+04
1.01611e+07,2.59814e+04,4.52096e+04
1.02105e+07,2.58890e+04,4.54576e+04
1.02593e+07,2.57957e+04,4.57059e+04
1.03077e+07,2.57015e+04,4.59548e+04
1.03597e+07,2.56141e+04,4.62126e+04
1.04141e+07,2.55316e+04,4.64690e+04
1.04697e+07,2.54505e+04,4.67175e+04
1.05221e+07,2.53624e+04,4.69538e+04
1.05729e+07,2.52710e+04,4.71843e+04
1.06223e+07,2.51774e+04,4.74121e+04
1.06705e+07,2.50824e+04,4.76381e+04
1.07178e+07,2.49858e+04,4.78629e+04
1.07642e+07,2.48884e+04,4.80871e+04
1.08100e+07,2.47901e+04,4.83109e+04
1.08550e+07,2.46913e+04,4.85342e+04
1.08995e+07,2.45921e+04,4.87574e+04
1.09433e+07,2.44925e+04,4.89811e+04
1.09865e+07,2.43927e+04,4.92055e+04
1.10293e+07,2.42929e+04,4.94314e+04
1.10717e+07,2.41931e+04,4.96582e+04
1.11138e+07,2.40937e+04,4.98875e+04
1.11556e+07,2.39948e+04,5.01198e+04
1.11973e+07,2.38967e+04,5.03565e+04
1.12390e+07,2.37997e+04,5.05983e+04
1.12810e+07,2.37045e+04,5.08477e+04
1.13235e+07,2.36117e+04,5.11077e+04
1.13669e+07,2.35229e+04,5.13821e+04
1.14117e+07,2.34408e+04,5.16776e+04
1.14585e+07,2.33711e+04,5.20042e+04
1.15070e+07,2.33274e+04,5.23698e+04
1.15518e+07,2.33315e+04,5.27484e+04
1.15852e+07,2.33844e+04,5.30751e+04
1.16082e+07,2.34637e+04,5.33395e+04
1.16245e+07,2.35553e+04,5.35631e+04
1.16368e+07,2.36534e+04,5.37616e+04
1.16463e+07,2.37553e+04,5.39456e+04
1.16538e+07,2.38596e+04,5.41217e+04
1.16600e+07,2.39655e+04,5.42943e+04
1.16651e+07,2.40726e+04,5.44668e+04
1.16694e+07,2.41803e+04,5.46419e+04
1.16730e+07,2.42885e+04,5.48217e+04
1.16761e+07,2.43969e+04,5.50079e+04
1.16787e+07,2.45051e+04,5.52025e+04
1.16810e+07,2.46130e+04,5.54067e+04
1.16829e+07,2.47202e+04,5.56214e+04
1.16846e+07,2.48264e+04,5.58492e+04
1.16860e+07,2.49311e+04,5.60906e+04
1.16873e+07,2.50340e+04,5.63453e+04
1.16883e+07,2.51350e+04,5.66127e+04
1.16893e+07,2.52335e+04,5.68926e+04
1.16901e+07,2.53293e+04,5.71827e+04
1.16907e+07,2.54220e+04,5.74806e+04
1.16913e+07,2.55116e+04,5.77837e+04
1.16918e+07,2.55974e+04,5.80916e+04
1.16923e+07,2.56789e+04,5.84025e+04
1.16926e+07,2.57553e+04,5.87110e+04
1.16930e+07,2.58275e+04,5.90054e+04
1.16933e+07,2.58959e+04,5.92879e+04
1.16935e+07,2.59596e+04,5.95498e+04
1.16938e+07,2.60179e+04,5.97847e+04
1.16940e+07,2.60707e+04,5.99901e+04
1.16943e+07,2.61126e+04,6.01216e+04
1.16946e+07,2.61397e+04,6.01499e+04
1.16949e+07,2.61447e+04,6.00387e+04
1.16953e+07,2.61260e+04,5.97971e+04
1.16958e+07,2.60505e+04,5.92132e+04
1.16963e+07,2.59362e+04,5.85430e+04
1.16968e+07,2.58001e+04,5.78882e+04
1.16972e+07,2.56494e+04,5.72853e+04
1.16976e+07,2.54883e+04,5.67498e+04
1.16980e+07,2.53193e+04,5.62815e+04
1.16983e+07,2.51451e+04,5.58807e+04
1.16986e+07,2.49665e+04,5.55544e+04
1.16989e+07,2.47846e+04,5.53009e+04
1.16992e+07,2.46005e+04,5.51332e+04
1.16995e+07,2.44155e+04,5.51054e+04
1.16998e+07,2.42321e+04,5.51467e+04
1.17001e+07,2.40515e+04,5.53981e+04
1.17003e+07,2.38722e+04,5.57146e+04
1.17006e+07,2.36984e+04,5.61549e+04
1.17009e+07,2.35263e+04,5.66520e+04
1.17011e+07,2.33579e+04,5.72297e+04
1.17014e+07,2.31892e+04,5.77725e+04
1.17017e+07,2.30224e+04,5.83363e+04
1.17020e+07,2.28586e+04,5.89309e+04
1.17022e+07,2.26958e+04,5.95132e+04
1.17025e+07,2.25339e+04,6.00641e+04
1.17028e+07,2.23726e+04,6.05819e+04
1.17032e+07,2.22145e+04,6.11219e+04
1.17035e+07,2.20568e+04,6.16250e+04
1.17038e+07,2.19001e+04,6.20973e+04
1.17042e+07,2.17444e+04,6.25530e+04
1.17045e+07,2.15901e+04,6.29900e+04
1.17049e+07,2.14350e+04,6.33378e+04
1.17052e+07,2.12819e+04,6.37096e+04
1.17056e+07,2.11277e+04,6.39755e+04
1.17060e+07,2.09736e+04,6.41719e+04
1.17063e+07,2.08197e+04,6.43242e+04
1.17067e+07,2.06659e+04,6.44008e+04
1.17071e+07,2.05123e+04,6.44403e+04
1.17074e+07,2.03591e+04,6.44316e+04
1.17077e+07,2.02062e+04,6.44002e+04
1.17081e+07,2.00536e+04,6.43527e+04
1.17084e+07,1.99014e+04,6.42966e+04
1.17087e+07,1.97494e+04,6.42381e+04
1.17090e+07,1.95979e+04,6.41825e+04
1.17093e+07,1.94470e+04,6.41332e+04
1.17096e+07,1.92966e+04,6.40919e+04
1.17099e+07,1.91469e+04,6.40592e+04
1.17101e+07,1.89978e+04,6.40352e+04
1.17104e+07,1.88494e+04,6.40190e+04
1.17107e+07,1.87018e+04,6.40101e+04
1.17109e+07,1.85550e+04,6.40076e+04
1.17112e+07,1.84091e+04,6.40111e+04
1.17114e+07,1.82640e+04,6.40196e+04
1.17117e+07,1.81199e+04,6.40321e+04
1.17119e+07,1.79766e+04,6.40474e+04
1.17122e+07,1.78343e+04,6.40652e+04
1.17124e+07,1.76929e+04,6.40846e+04
1.17126e+07,1.75525e+04,6.41050e+04
1.17128e+07,1.74130e+04,6.41259e+04
1.17131e+07,1.72745e+04,6.41472e+04
1.17133e+07,1.71369e+04,6.41683e+04
1.17135e+07,1.70002e+04,6.41888e+04
1.17137e+07,1.68645e+04,6.42080e+04
1.17140e+07,1.67298e+04,6.42258e+04
1.17142e+07,1.65960e+04,6.42421e+04
1.17144e+07,1.64631e+04,6.42566e+04
1.17146e+07,1.63311e+04,6.42691e+04
1.17148e+07,1.62000e+04,6.42797e+04
1.17150e+07,1.60697e+04,6.42887e+04
1.17152e+07,1.59404e+04,6.42957e+04
1.17154e+07,1.58118e+04,6.43009e+04
1.17156e+07,1.56842e+04,6.43055e+04
1.17158e+07,1.55575e+04,6.43097e+04
1.17160e+07,1.54316e+04,6.43136e+04
1.17162e+07,1.53066e+04,6.43166e+04
1.17164e+07,1.51824e+04,6.43204e+04
1.17166e+07,1.50590e+04,6.43243e+04
1.17168e+07,1.49365e+04,6.43288e+04
1.17170e+07,1.48148e+04,6.43338e+04
1.17172e+07,1.46939e+04,6.43394e+04
1.17173e+07,1.45738e+04,6.43457e+04
1.17175e+07,1.44545e+04,6.43523e+04
1.17177e+07,1.43361e+04,6.43604e+04
1.17179e+07,1.42186e+04,6.43698e+04
1.17181e+07,1.41020e+04,6.43816e+04
1.17183e+07,1.39863e+04,6.43961e+04
1.17184e+07,1.38715e+04,6.44141e+04
1.17186e+07,1.37576e+04,6.44359e+04
1.17188e+07,1.36447e+04,6.44620e+04
1.17190e+07,1.35327e+04,6.44925e+04
1.17191e+07,1.34216e+04,6.45273e+04
1.17193e+07,1.33114e+04,6.45667e+04
1.17195e+07,1.32022e+04,6.46104e+04
1.17197e+07,1.30939e+04,6.46583e+04
1.17198e+07,1.29864e+04,6.47099e+04
1.17200e+07,1.28799e+04,6.47648e+04
1.17202e+07,1.27742e+04,6.48225e+04
1.17204e+07,1.26694e+04,6.48823e+04
1.17205e+07,1.25655e+04,6.49442e+04
1.17207e+07,1.24624e+04,6.50075e+04
1.17209e+07,1.23601e+04,6.50719e+04
1.17210e+07,1.22587e+04,6.51369e+04
1.17212e+07,1.21581e+04,6.52026e+04
1.17214e+07,1.20584e+04,6.52686e+04
1.17215e+07,1.19594e+04,6.53350e+04
1.17217e+07,1.18613e+04,6.54015e+04
1.17219e+07,1.17640e+04,6.54681e+04
1.17220e+07,1.16675e+04,6.55348e+04
1.17222e+07,1.15717e+04,6.56018e+04
1.17224e+07,1.14768e+04,6.56691e+04
1.17225e+07,1.13826e+04,6.57369e+04
1.17227e+07,1.12892e+04,6.58052e+04
1.17229e+07,1.11966e+04,6.58741e+04
1.17230e+07,1.11047e+04,6.59437e+04
1.17232e+07,1.10136e+04,6.60139e+04
1.17234e+07,1.09232e+04,6.60848e+04
1.17235e+07,1.08335e+04,6.61561e+04
1.17237e+07,1.07446e+04,6.62282e+04
1.17239e+07,1.06565e+04,6.63008e+04
1.17240e+07,1.05690e+04,6.63740e+04
1.17242e+07,1.04823e+04,6.64475e+04
1.17244e+07,1.03963e+04,6.65214e+04
1.17246e+07,1.03110e+04,6.65954e+04
1.17247e+07,1.02263e+04,6.66695e+04
1.17249e+07,1.01424e+04,6.67436e+04
1.17251e+07,1.00592e+04,6.68175e+04
1.17253e+07,9.97664e+03,6.68913e+04
1.17254e+07,9.89477e+03,6.69648e+04
1.17256e+07,9.81357e+03,6.70381e+04
1.17258e+07,9.73303e+03,6.71107e+04
